0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.1511,0.1276,0.0427,0.882,0.9176,0.3991,0.921,0.1246,0.0703,0.7284,0.0,0.0286,0.0015,0.1078,0.0015,0.7955,0.5713,0.2045,0.7053,0.1625,0.6856,0.576,0.5525,0.0652,0.1495,0.737,0.5194,0.5258,0.2361,0.4521,0.2058,0.2563,0.1401,0.6632,0.6504,0.4548,0.0027,0.5847,0.4059,0.2303,0.0938,0.2977,0.1422,0.1398,0.9064,0.3909,0.1661,0.0298,0.0243,0.0238,0.4055,0.1551,0.6595,0.5402,0.723,0.2708,0.4074,0.2475,0.42,0.089,0.1134,0.2461,0.1401,0.5706,0.5258,0.0059,0.3064,0.4825,0.8909,0.1155,0.7367,0.0868,0.1129,0.5719,0.0251,0.6983,0.5317,0.864,0.4213,0.0537,0.2604,0.6237,0.0741,0.0701,0.0082,0.8068,0.0613,0.0157,0.3073,0.7671,0.0483,0.2122,0.6321,0.2681,0.0821,0.3473,0.6075,0.3567,0.06,0.0369
0.4023,0.4072,0.0146,0.4953,0.9054,0.1483,0.3552,0.0574,0.0174,0.2666,0.1541,0.0,0.0,0.0063,0.0,0.6338,0.1491,0.0736,0.0255,0.606,0.7751,0.748,0.4933,0.2708,0.899,0.4439,0.0584,0.7205,0.3171,0.637,0.0778,0.039,0.3084,0.169,0.9798,0.2532,0.0233,0.0281,0.2255,0.385,0.6011,0.0817,0.0098,0.8146,0.0035,0.7052,0.4484,0.0345,0.0165,0.0205,0.8254,0.0557,0.5232,0.7735,0.3119,0.0429,0.1596,0.049,0.0953,0.0001,0.8488,0.0672,0.0225,0.2139,0.162,0.0024,0.1202,0.0795,0.9352,0.1545,0.4122,0.3136,0.0661,0.5414,0.806,0.8951,0.7051,0.8964,0.6505,0.02,0.7285,0.6947,0.1148,0.1198,0.0012,0.5424,0.0361,0.153,0.2959,0.6662,0.1925,0.0313,0.5107,0.0147,0.2858,0.3392,0.7561,0.0159,0.1146,0.0418
0.449,0.9743,0.8291,0.6875,0.8515,0.1768,0.3377,0.5631,0.029,0.0012,0.0242,0.0,0.0,0.8859,0.0021,0.1709,0.8462,0.0431,0.1484,0.555,0.1614,0.2172,0.1592,0.1355,0.225,0.0002,0.0036,0.0913,0.3437,0.5015,0.9024,0.022,0.0026,0.0078,0.9783,0.5403,0.6216,0.1775,0.246,0.7629,0.0112,0.0298,0.0402,0.8246,0.0011,0.1311,0.0345,0.096,0.0754,0.6304,0.8356,0.2368,0.3837,0.5942,0.4505,0.747,0.2346,0.0822,0.0996,0.0016,0.0191,0.2224,0.4406,0.2635,0.2455,0.0073,0.4872,0.0,0.0507,0.0796,0.3198,0.3471,0.0405,0.5982,0.2601,0.054,0.2065,0.1551,0.3708,0.0492,0.3448,0.2528,0.7908,0.9815,0.1021,0.2236,0.5419,0.1672,0.6121,0.6269,0.0836,0.6013,0.2123,0.0016,0.9673,0.3613,0.6695,0.2341,0.0433,0.562
0.0808,0.4936,0.5516,0.3799,0.8754,0.0154,0.0374,0.1177,0.0696,0.0315,0.0003,0.0,0.8944,0.0,0.0354,0.0909,0.4912,0.0766,0.2111,0.722,0.2104,0.3224,0.9901,0.6906,0.0011,0.0,0.0528,0.9711,0.235,0.0052,0.5969,0.6832,0.0533,0.003,0.161,0.079,0.5728,0.2,0.0817,0.2575,0.0463,0.0107,0.0027,0.8903,0.1013,0.03,0.0459,0.0994,0.0058,0.8708,0.0254,0.0151,0.687,0.8199,0.4133,0.7619,0.1123,0.097,0.0422,0.2367,0.3338,0.5445,0.0014,0.0526,0.4338,0.6186,0.06,0.0096,0.6353,0.1001,0.9911,0.4274,0.7165,0.3696,0.541,0.123,0.6715,0.9508,0.1328,0.8224,0.2158,0.9071,0.8872,0.3364,0.0921,0.0791,0.2578,0.2609,0.2093,0.674,0.8496,0.0964,0.4153,0.0253,0.5938,0.0784,0.7782,0.075,0.0438,0.2183
0.1978,0.4806,0.5574,0.3031,0.052,0.0418,0.962,0.7997,0.6677,0.0354,0.0006,0.0001,0.0214,0.0305,0.0,0.4212,0.2474,0.2609,0.6316,0.5037,0.2785,0.0637,0.0534,0.6069,0.0091,0.0,0.4944,0.4052,0.1173,0.8885,0.8418,0.9939,0.0004,0.0191,0.2696,0.2102,0.3847,0.3988,0.2055,0.5993,0.019,0.0121,0.152,0.626,0.9399,0.1128,0.0407,0.332,0.0127,0.8293,0.0249,0.7777,0.114,0.2166,0.4988,0.021,0.3498,0.475,0.0059,0.4944,0.0998,0.7171,0.3348,0.337,0.0972,0.887,0.2664,0.1577,0.5851,0.4821,0.7833,0.8385,0.1803,0.1004,0.4729,0.136,0.4601,0.2855,0.0444,0.298,0.3723,0.2673,0.4882,0.0456,0.0327,0.0033,0.5668,0.0402,0.9964,0.1452,0.9608,0.0936,0.4694,0.1354,0.5141,0.0723,0.6347,0.2554,0.0592,0.4107
0.436,0.2008,0.0059,0.8101,0.8023,0.1566,0.1682,0.1868,0.4028,0.0833,0.0078,0.0201,0.144,0.4524,0.188,0.0,0.8723,0.9308,0.0859,0.1046,0.9743,0.0236,0.0055,0.1122,0.1016,0.0089,0.5511,0.0186,0.2161,0.3106,0.4426,0.5608,0.0001,0.3064,0.1382,0.9478,0.4079,0.427,0.234,0.1406,0.0347,0.0011,0.4328,0.6421,0.9982,0.6187,0.0515,0.1199,0.7994,0.0951,0.0964,0.5136,0.5872,0.7557,0.3161,0.1384,0.5802,0.4444,0.1712,0.3714,0.0767,0.2463,0.2752,0.9688,0.6137,0.9603,0.2544,0.9164,0.4216,0.876,0.1596,0.4212,0.6888,0.167,0.2048,0.0664,0.6301,0.7826,0.1642,0.6496,0.1064,0.7643,0.5111,0.3834,0.754,0.3865,0.419,0.0263,0.7717,0.4365,0.6941,0.5912,0.9804,0.1587,0.6898,0.2719,0.3098,0.2359,0.6578,0.0527
0.136,0.387,0.8552,0.0717,0.4073,0.6842,0.2921,0.5065,0.2644,0.9987,0.8119,0.5381,0.9795,0.0527,0.0231,0.8731,0.0,0.7204,0.0017,0.6808,0.5563,0.994,0.0205,0.11,0.9333,0.0003,0.3668,0.0282,0.4076,0.8572,0.4945,0.0024,0.0034,0.8544,0.1435,0.2918,0.111,0.0031,0.2865,0.4942,0.5183,0.5984,0.1345,0.1624,0.0515,0.3796,0.4402,0.2427,0.981,0.6942,0.5773,0.2838,0.1378,0.1337,0.9405,0.8066,0.4418,0.3507,0.3983,0.303,0.0064,0.3569,0.012,0.024,0.3255,0.0023,0.4587,0.2886,0.3845,0.079,0.0371,0.1453,0.0073,0.8954,0.7251,0.1608,0.0273,0.9458,0.8516,0.0281,0.1026,0.2387,0.3676,0.0642,0.7216,0.2129,0.041,0.4396,0.396,0.348,0.1617,0.7185,0.4308,0.2953,0.132,0.3169,0.3598,0.1859,0.4591,0.6699
0.7423,0.0184,0.0006,0.9646,0.7041,0.7382,0.8099,0.2176,0.2366,0.4983,0.0732,0.3026,0.0823,0.4407,0.484,0.5269,0.7521,0.0,0.9431,0.943,0.7927,0.531,0.2789,0.1327,0.3741,0.7926,0.1289,0.7133,0.5764,0.586,0.6993,0.5141,0.0657,0.3173,0.7591,0.9229,0.0733,0.1173,0.3742,0.1473,0.6075,0.5428,0.8635,0.2545,0.1934,0.5778,0.6199,0.3585,0.1498,0.6051,0.2693,0.3779,0.708,0.6613,0.5784,0.7101,0.3541,0.4826,0.9991,0.3471,0.6631,0.4838,0.4556,0.2123,0.06,0.0859,0.7852,0.3869,0.0273,0.4524,0.6631,0.1446,0.53,0.8401,0.204,0.8986,0.6773,0.7866,0.9245,0.3959,0.0133,0.1376,0.391,0.747,0.1456,0.6197,0.1331,0.4115,0.7131,0.179,0.6743,0.1123,0.8038,0.8332,0.1372,0.2729,0.3139,0.052,0.0578,0.2582
0.0711,0.7122,0.7825,0.7813,0.883,0.1291,0.1162,0.3144,0.459,0.0746,0.0449,0.0014,0.0301,0.8767,0.6738,0.3459,0.0008,0.1451,0.0,0.929,0.8831,0.9346,0.8882,0.0638,0.002,0.0,0.1324,0.1219,0.0668,0.0821,0.6407,0.888,0.0079,0.0164,0.0859,0.3972,0.3294,0.2281,0.1874,0.509,0.0058,0.0121,0.052,0.5329,0.7238,0.0981,0.0001,0.1199,0.5329,0.2121,0.0246,0.1329,0.4415,0.4775,0.5969,0.6977,0.564,0.4634,0.3927,0.5412,0.4812,0.5528,0.0067,0.123,0.653,0.2012,0.543,0.2084,0.0809,0.0762,0.3403,0.335,0.5002,0.4574,0.1752,0.0328,0.9366,0.5931,0.521,0.5817,0.2012,0.0414,0.6237,0.5731,0.156,0.001,0.2958,0.0026,0.6741,0.1799,0.7327,0.0426,0.7079,0.3459,0.2449,0.8478,0.1995,0.3004,0.9707,0.7388
0.8159,0.01,0.0057,0.7176,0.0185,0.5175,0.7334,0.0381,0.2375,0.6633,0.5978,0.2854,0.0646,0.74,0.3027,0.1404,0.0768,0.1911,0.2856,0.0,0.2595,0.6146,0.2561,0.2342,0.2574,0.0424,0.2971,0.5962,0.8609,0.6591,0.1015,0.7317,0.4056,0.1997,0.2837,0.0437,0.1384,0.5721,0.0931,0.6699,0.2244,0.0288,0.947,0.3473,0.6919,0.14,0.1178,0.0481,0.1899,0.0967,0.0418,0.9722,0.1063,0.1115,0.4065,0.6204,0.1793,0.3597,0.1538,0.0334,0.6478,0.7833,0.4893,0.3308,0.926,0.7954,0.6336,0.222,0.1066,0.7974,0.6695,0.0899,0.5908,0.2465,0.8125,0.9134,0.963,0.4507,0.9504,0.1657,0.0613,0.4478,0.3819,0.5906,0.5244,0.2629,0.0221,0.4896,0.0633,0.1513,0.6478,0.682,0.3661,0.6867,0.5307,0.2555,0.0312,0.0883,0.0909,0.0046
0.3249,0.0709,0.6754,0.0978,0.1341,0.879,0.1413,0.39,0.1619,0.2182,0.1521,0.0208,0.4912,0.4514,0.3123,0.8759,0.7962,0.6134,0.5179,0.3555,0.0,0.5055,0.9793,0.7039,0.345,0.0078,0.0272,0.0498,0.0086,0.1358,0.2045,0.5871,0.2242,0.0954,0.6896,0.6672,0.7782,0.3832,0.0677,0.837,0.0168,0.197,0.0127,0.3825,0.1567,0.0043,0.0027,0.0085,0.277,0.4838,0.0306,0.1807,0.008,0.154,0.8522,0.1764,0.5385,0.6747,0.097,0.8632,0.7071,0.9144,0.0316,0.6342,0.8849,0.6377,0.3297,0.1008,0.8529,0.4028,0.0863,0.2494,0.8292,0.486,0.5768,0.5045,0.0268,0.4332,0.8473,0.4605,0.2827,0.0836,0.3183,0.0498,0.0053,0.001,0.7152,0.9046,0.6684,0.0041,0.3677,0.3097,0.8673,0.989,0.1425,0.9624,0.034,0.9281,0.578,0.7014
0.4626,0.0263,0.9123,0.2118,0.4659,0.6711,0.2629,0.6873,0.0817,0.2,0.1862,0.0309,0.1161,0.165,0.1109,0.3848,0.1924,0.3931,0.5664,0.1535,0.6305,0.0,0.467,0.6497,0.5785,0.0393,0.183,0.4314,0.6487,0.0489,0.3103,0.0087,0.3018,0.5682,0.8314,0.8471,0.2255,0.4285,0.0854,0.609,0.1687,0.2,0.2426,0.6999,0.5096,0.1328,0.114,0.3227,0.9049,0.5212,0.5911,0.2287,0.8763,0.2236,0.4138,0.2981,0.9735,0.9774,0.5756,0.4706,0.0069,0.4898,0.9501,0.2087,0.1798,0.0432,0.6285,0.1584,0.1729,0.8709,0.835,0.0611,0.9815,0.1373,0.0098,0.8896,0.9251,0.7558,0.3261,0.0711,0.777,0.9058,0.3281,0.6689,0.5009,0.0836,0.7446,0.0407,0.7262,0.9841,0.1198,0.0598,0.0987,0.137,0.7843,0.6041,0.192,0.7715,0.554,0.212
0.0029,0.6697,0.8733,0.933,0.0297,0.0128,0.1796,0.6103,0.7733,0.459,0.0306,0.0018,0.0091,0.4214,0.0199,0.4121,0.0173,0.4225,0.136,0.7188,0.7337,0.7635,0.0,0.1471,0.0005,0.0,0.0363,0.0636,0.64,0.0428,0.5538,0.0452,0.0635,0.2955,0.0015,0.2521,0.7988,0.3534,0.0115,0.0975,0.0271,0.0621,0.026,0.3167,0.4046,0.0149,0.01,0.329,0.2954,0.6267,0.0008,0.3366,0.4005,0.5164,0.5432,0.8901,0.99,0.9919,0.6947,0.4196,0.8104,0.9712,0.0324,0.0369,0.9769,0.0968,0.1963,0.5621,0.4084,0.2553,0.0963,0.1555,0.8471,0.0777,0.4984,0.2148,0.3109,0.3601,0.3955,0.1171,0.8835,0.9726,0.6123,0.9388,0.062,0.2164,0.8514,0.0141,0.4416,0.2801,0.8029,0.259,0.5075,0.1783,0.429,0.729,0.2614,0.3789,0.2196,0.8033
0.8349,0.0934,0.3988,0.8502,0.373,0.725,0.4273,0.5053,0.882,0.9136,0.7943,0.3588,0.0637,0.9314,0.2295,0.6231,0.1242,0.6338,0.2813,0.8929,0.2529,0.3184,0.628,0.0,0.7113,0.5638,0.5932,0.8976,0.2565,0.5259,0.7235,0.0076,0.5205,0.3839,0.4705,0.4523,0.0463,0.1532,0.7142,0.7844,0.0014,0.1213,0.9438,0.4615,0.2181,0.4508,0.034,0.0205,0.4301,0.0074,0.895,0.5671,0.5909,0.1386,0.914,0.9484,0.5326,0.7037,0.0987,0.1289,0.3051,0.6981,0.1997,0.5689,0.5082,0.8321,0.4651,0.7966,0.195,0.2975,0.8254,0.2929,0.2392,0.6268,0.4118,0.8038,0.6729,0.5892,0.9395,0.0077,0.0733,0.027,0.6244,0.9247,0.4448,0.0324,0.3942,0.1442,0.5206,0.061,0.5097,0.0984,0.5203,0.7601,0.4136,0.7257,0.8431,0.9361,0.4134,0.3766
0.2593,0.0104,0.0061,0.0004,0.0719,0.3686,0.1399,0.0059,0.0012,0.2483,0.5767,0.5963,0.0314,0.0065,0.0132,0.0619,0.0749,0.1426,0.0016,0.3283,0.4905,0.2185,0.2295,0.4034,0.0,0.6822,0.9192,0.4782,0.5259,0.208,0.0151,0.3364,0.5641,0.0564,0.2661,0.002,0.0434,0.1536,0.6955,0.8212,0.6553,0.9462,0.1347,0.4677,0.2581,0.5656,0.2931,0.0183,0.0329,0.0525,0.9485,0.0489,0.0334,0.0236,0.3462,0.0087,0.0504,0.0241,0.3711,0.199,0.3283,0.3408,0.0192,0.0527,0.3082,0.0687,0.091,0.0236,0.8571,0.5717,0.4806,0.9769,0.0614,0.1105,0.8178,0.2757,0.7776,0.801,0.761,0.7141,0.7881,0.8234,0.4272,0.0736,0.0463,0.6574,0.0829,0.4558,0.0236,0.1749,0.9095,0.3015,0.0299,0.0466,0.9699,0.6685,0.4753,0.0125,0.0626,0.0881
0.4601,0.9677,0.5496,0.8253,0.6001,0.0737,0.2511,0.4684,0.2918,0.6141,0.4888,0.9846,0.1868,0.0013,0.0,0.8512,0.015,0.03,0.0005,0.7139,0.0513,0.3201,0.0005,0.7088,0.6595,0.0,0.0557,0.0064,0.9493,0.0029,0.0252,0.0635,0.8405,0.1646,0.039,0.0133,0.0363,0.6847,0.6988,0.1973,0.1082,0.0119,0.0224,0.5853,0.0067,0.1084,0.7955,0.2078,0.1841,0.0461,0.2682,0.1225,0.5769,0.8608,0.472,0.3839,0.0629,0.4563,0.0005,0.0918,0.1904,0.4207,0.0,0.0079,0.0109,0.0051,0.3917,0.0048,0.1572,0.0046,0.0578,0.0475,0.0001,0.0321,0.7557,0.5605,0.0711,0.1533,0.4237,0.7088,0.7537,0.6035,0.0711,0.0122,0.0009,0.2048,0.0026,0.0077,0.0388,0.2815,0.4626,0.7377,0.005,0.3316,0.347,0.5886,0.2759,0.9509,0.3793,0.0421
0.0332,0.5717,0.5185,0.0152,0.001,0.0102,0.0821,0.3844,0.456,0.006,0.5399,0.0235,0.0012,0.025,0.5725,0.1416,0.4596,0.3253,0.1617,0.27,0.0492,0.5974,0.0145,0.3662,0.0198,0.0402,0.0,0.7638,0.3221,0.4211,0.0534,0.1876,0.011,0.933,0.4217,0.2134,0.7112,0.0032,0.7257,0.3909,0.8115,0.1834,0.0496,0.0842,0.1773,0.892,0.6831,0.573,0.0063,0.2977,0.033,0.1941,0.0036,0.0039,0.2109,0.0097,0.754,0.7727,0.1429,0.8178,0.618,0.6813,0.1576,0.6226,0.4118,0.1344,0.2876,0.2336,0.1409,0.3226,0.2429,0.1699,0.355,0.0164,0.0229,0.3759,0.1823,0.1507,0.1775,0.6719,0.0007,0.4703,0.0147,0.0692,0.0222,0.2874,0.5434,0.393,0.4332,0.001,0.2977,0.5263,0.5659,0.0675,0.7678,0.108,0.1971,0.7933,0.0002,0.0217
