2.771561219606866633e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-1.310241325608589857e-01,-0.000000000000000000e+00.3,0.000000000000000000e+00.2,-0.000000000000000000e+00.4,-9.719479316971832081e-03,-0.000000000000000000e+00.5,7.764703557621702168e-02,0.000000000000000000e+00.3,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,0.000000000000000000e+00.4,-0.000000000000000000e+00.8,0.000000000000000000e+00.5,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.13,0.000000000000000000e+00.11,-2.898734262663760775e-01,-0.000000000000000000e+00.14,-1.573558292162177963e-01,1.793270995343885787e-01,0.000000000000000000e+00.12,0.000000000000000000e+00.13,2.430199332628028008e-01,-0.000000000000000000e+00.15,0.000000000000000000e+00.14,0.000000000000000000e+00.15,0.000000000000000000e+00.16,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-0.000000000000000000e+00.16,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.17,-1.136187293996642061e-01,-0.000000000000000000e+00.18,-1.017791266327495503e+00,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,-1.692367000532385146e-01,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.24,0.000000000000000000e+00.24,1.822011438963276955e-02,0.000000000000000000e+00.25,1.165303097275115392e-02,0.000000000000000000e+00.26,-0.000000000000000000e+00.25,-8.345976053097822756e-02,0.000000000000000000e+00.27,1.236917843375465592e-01,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,0.000000000000000000e+00.28,-0.000000000000000000e+00.29,0.000000000000000000e+00.29,6.497295570745814652e-02,-2.865224561323901353e-01,0.000000000000000000e+00.30,-1.611248912479323336e-01,-0.000000000000000000e+00.30,0.000000000000000000e+00.31,0.000000000000000000e+00.32,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,1.592056475316792064e-01,-0.000000000000000000e+00.33,0.000000000000000000e+00.33,0.000000000000000000e+00.34,-0.000000000000000000e+00.34,0.000000000000000000e+00.35,-0.000000000000000000e+00.35,0.000000000000000000e+00.36,0.000000000000000000e+00.37,-3.223393131753219537e-02,-0.000000000000000000e+00.36,-1.840080070416887370e-01,0.000000000000000000e+00.38,-0.000000000000000000e+00.37,-7.496016444738162754e-01,-0.000000000000000000e+00.38
-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.34478456430620524,-0.47007196305971793,2.7429534977368344,0.0,-0.04047881779173004,-0.0,-0.0,-0.43702602437704463,-0.0,-0.09513973355187438,0.0,-0.0,-0.23074486195374247,-0.0,-0.6146972317582353,-0.06139550812708666,-0.20387857615967564,0.0,0.07166219944871248,0.0,-0.0,0.0,-0.09540323838066476,0.0,0.0,0.0,0.0,0.01819792405811881,-0.0,-0.0,-0.0,0.14931756969318005,0.0,0.0,-0.0,0.09590665558273033,0.0,0.4347272608332278,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.14368396414162987,-0.36665379170863954,0.0,0.0,0.11848865827018326,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.4698314375632834,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0231983249931434,0.1540216553054474,-0.048343892697567135,0.0,0.1913172756458734,0.0,0.06794723613281568,0.0,0.029503678544286725,0.2537622008381906,-0.0,-0.0,-0.0,-0.0,0.0,0.05459742214739315,0.016972703656584837,0.0,0.0
0.07764703557621702,0.0,0.0,-0.0,0.0,0.0,-0.10277649237251582,0.0,0.0,0.0,-0.0,0.0,4.148883513520623,0.0,0.0,-0.0,-0.09225385215376435,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0824304965294343,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.02140061215108968,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39843363252385194,-3.0961795956266185,-0.5566298275651829,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.15483725890091832,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.07039375186786384,0.0,0.0,0.0,-0.0,0.0,0.08016327214379182,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.15504081218377083,-0.04047881779173004,0.0,3.1354591713324007,-0.7651169670021616,0.0,-0.0,-0.0,-0.3195576851431538,-0.0,-0.28989125482900513,-0.0,-0.43379246013171135,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.3583301800530116,0.13879954325823277,-0.09218417391201149,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0029393005135032566,0.0,-0.0,-0.0,-0.14421365104413225,0.0,-0.0,-0.0,-0.40706268456458367,-0.32266671177120454,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.015543422150521884,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.020970848041332712,0.001161028622747596,0.0,0.2686185623291392,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
-0.0,0.0,-0.0,0.0,-0.0,-0.10809978200763544,0.0,-0.0,-0.0,0.0,-0.5835857382210555,-0.0,0.0,-0.7651169670021616,5.977382046797356,0.0,0.0,-0.0,0.0,-0.0,-0.9798432739624032,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.7119509515203408,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.03727106925463959,-0.0,-0.0,-0.0,-2.393516147468852,0.0,0.22476051595506763,0.0,-0.0,-0.7866266046729845,0.0,-0.0,-0.0,-0.0,-0.0,-0.11639820725669708,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.830186964956598,-0.045320870847938656,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,3.5061275419801885,-0.0,-0.6875550316128539,-0.1315828785594222,-0.0,-0.0,-0.11640969865463392,-0.0,-0.4127672729169695,0.0,0.0,0.0,0.06139032885752398,-0.0,0.05694954065460385,-0.11762492127783868,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.08509494866325804,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.2913392848411775,-1.1184116987007025,-0.02909391164213746,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.07511372967703357,0.16693501340799308,0.07379751102300777,0.0,0.0,-0.0,0.0,-0.0,-0.04043381158971229,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.25873242609942,-0.16351284930706023,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.09915207018403924,0.0,0.0,0.03228033749165414,0.0
0.0,-0.0,0.0,-0.0843851594590828,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.43702602437704463,-0.09225385215376435,-0.0,0.0,-0.0,2.707362596640124,-0.0,-1.1562734983766805,0.0,-0.0,-0.8105280975468204,-0.0,-0.0,0.09584746518117629,-0.0,0.0,0.17989749547275688,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.05512276946835142,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.08346731195283341,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1706562382040372,0.0,-0.0,0.0,0.0,0.0,-0.38294340171124486,0.0,0.0,-0.0,0.023014207068462907,0.0,-0.17660736266918883,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.33362015849898485,0.03807900428823016,0.0,-0.0,-0.0,-0.0811957813972969,0.0,0.0,-0.0,0.0,0.03322218090846171,0.0,0.0,0.0,0.04677289997081168,0.0,0.14715980482058733,0.0,0.0,0.0,-0.0,0.0,0.0,0.008110104806567875,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.130676624856126,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.6875550316128539,-0.0,5.640928787822276,-0.501264925364641,-0.278804204499676,-0.28745680776799165,-0.0,-0.4684837649491973,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.10335686339219248,-1.0215580613703852,-0.00015718893943058397,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.1260201652696769,0.0,-0.0,0.0,0.0,-0.0,-0.11713689172885378,-1.4959829676376724,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.007646750532634754,-0.0,-0.1463906269366183,-0.0,-0.0,-0.05743336321297175,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.19285533366122348,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.03175277134005068,0.0,0.09928452407372337,-0.09513973355187438,0.0,-0.3195576851431538,0.0,-0.1315828785594222,-1.1562734983766805,-0.501264925364641,4.1604227049033495,-0.0,-0.382247442783775,-0.0,-0.560309067611651,-0.0,0.0,0.0,0.0,0.03143090411771947,0.0,0.0,0.0,-0.031205544278821804,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0015647590050694331,0.0,0.0,0.0,0.02835797694921231,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.011410761293556514,0.0,-0.0,0.0,0.0,0.007775872398865429,-0.0,-0.026515582964584766,0.0,0.0,-0.3070576334698947,-1.1711928168551,-0.0,-0.0,-0.0,-0.0,0.0,-0.17774638023621997,0.0,0.061550601335753775,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.014702830926595148,0.0,0.0,0.0,0.0,0.041711814280336074,0.04677445852560631,0.0,0.0,0.15779323237899787,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.6658108552384281,-0.15546703487798547,-0.13336263984560623,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.278804204499676,-0.0,4.633115938017323,-0.16208504642439683,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.21296393663792104,-0.0,-0.0,-0.0,-0.2955567955657595,-0.40819767412848146,-0.0,-0.4196032925578144,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.026336237693287492,0.0,-0.0,-0.0,-0.3655083605774559,-0.0,-0.0,-0.0,-0.7268889199782487,-0.05617465252593329,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006623838399870097,-0.0,-0.0,-0.0,-0.0,-0.0,-0.24483332229259097,0.0,-0.0,-0.0,-0.5749835009703833,0.0021822353701615982,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.3336231549895424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.22781527381661337,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.29592026397838217,-0.0,-0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.28989125482900513,-0.9798432739624032,-0.0,-0.0,-0.28745680776799165,-0.382247442783775,-0.16208504642439683,5.010929425277469,-0.0,-0.7231623903536358,-0.8350631652308782,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373979016525633,0.0,-0.0,0.06572183453536132,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.23930892932082487,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.557835215062962,0.0,-0.0,-0.0,-0.03964108137063027,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
