3.033513942627463322e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,0.000000000000000000e+00,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,0.000000000000000000e+00.4,-0.000000000000000000e+00.6,0.000000000000000000e+00.5,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,1.545616150439604042e-01,-2.694018855382305233e-01,0.000000000000000000e+00.6,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,0.000000000000000000e+00.7,0.000000000000000000e+00.8,-3.669183923146933368e-02,0.000000000000000000e+00.9,0.000000000000000000e+00.10,0.000000000000000000e+00.11,0.000000000000000000e+00.12,1.414114638896974904e-02,-3.981522853401693318e-01,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,0.000000000000000000e+00.13,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,0.000000000000000000e+00.14,4.852647293920678284e-02,5.271308763787115048e-02,-0.000000000000000000e+00.17,0.000000000000000000e+00.15,0.000000000000000000e+00.16,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-0.000000000000000000e+00.20,-3.927614545120589051e-01,0.000000000000000000e+00.19,-1.497776032081570285e+00,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.20,-0.000000000000000000e+00.24,-5.748364700160177830e-03,-0.000000000000000000e+00.25,0.000000000000000000e+00.21,0.000000000000000000e+00.22,0.000000000000000000e+00.23,0.000000000000000000e+00.24,-0.000000000000000000e+00.26,0.000000000000000000e+00.25,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,-1.584837495758385228e-01,0.000000000000000000e+00.26,-0.000000000000000000e+00.29,-1.862476500186582840e-01,-0.000000000000000000e+00.30,-0.000000000000000000e+00.31,0.000000000000000000e+00.27,0.000000000000000000e+00.28,9.574085957106302780e-02,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,0.000000000000000000e+00.32,-0.000000000000000000e+00.32,0.000000000000000000e+00.33,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,-1.019080678028801978e-01,0.000000000000000000e+00.34,6.245917933995970978e-03,0.000000000000000000e+00.35,4.626088490317566138e-02,-0.000000000000000000e+00.35,2.045528803836521581e-02,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,0.000000000000000000e+00.36,-0.000000000000000000e+00.38,0.000000000000000000e+00.37,-0.000000000000000000e+00.39,0.000000000000000000e+00.38,-0.000000000000000000e+00.40,-1.402433327760781445e-01,0.000000000000000000e+00.39
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-1.180242219846947,-0.45406616241806613,3.6550088446475706,-0.15952069615215894,-0.29744217565396236,-0.010308613555076365,-0.0,-0.0,0.0010688553465680504,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.1673477052569755,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.08638162866375279,0.0,0.0,-0.0,0.01568652750729446,0.0,-0.0,-0.0,0.11572711937292604,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.04453093121168541,0.0,-0.0,-0.07836210134061175,-0.5469383539760696,-0.8486594524325843,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.04242513206729159,-0.0,-0.047912732177977375,0.0,-0.0,-0.0,-0.19724217696175625,-0.0,-0.16225619076412678,-0.0,0.0,0.0,0.016507400046007308,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.008651006718851955,0.018075532637471435,0.0,-0.0,-0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.16163963976852008,-0.0,-0.0,-0.17118578304271623,-0.0,-0.0,-0.15952069615215894,2.9019822425243413,-0.0815498967164781,-0.15412287739651914,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.03033393474223389,0.016944163929461933,0.0,0.0,0.0,0.0,0.0,-0.0,-0.07810191151355203,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3832887953813392,-0.0,0.0,0.0,-0.17575597866241816,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03200137884456192,-0.0,-0.4375477596272832,-1.3989121624531,-0.03405457914133923,-0.0,-0.002171189276464107,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.07879249619778365,0.0,0.0,0.0,0.0,0.0,-0.0350047507600142,-0.07397403052996147,-0.012915439422516717,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.14058447943792252,-0.0,-0.08751893590104097,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.29744217565396236,-0.0815498967164781,2.9795121996930582,-0.7795090457667208,-0.0,-0.0,0.0,-0.23596904646403508,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.023126777545399813,-0.0,0.0,-0.0,-0.0,-0.0,-0.1094899842425688,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.07347947423182381,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01845148121128014,-0.0,-0.05673753825127984,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.07589516807632965,-0.3791056025793999,-0.6131841605460747,-0.39475798032023135,-0.0,0.091887225542315,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.08337811639641969,0.0,-0.0,-0.0,-0.0,-0.1425791080846177,-0.0,-0.0,-0.0,-0.24844459211634745,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.26921433891314633,-0.0,-0.010308613555076365,-0.15412287739651914,-0.7795090457667208,3.520446036742423,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.23085037698646607,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.012702755769086034,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0205515389871322,-0.0,-0.0,-0.0,0.0,-0.0,-0.11349516229850407,0.0,-0.0,-0.0,-0.0,-0.0,-0.35035297640674207,-1.6546640745011896,0.0,0.0,0.0,0.0,-0.06518676806083479,0.0,0.08875905389901614,0.0,0.0,-0.0,-0.08052190364877188,-0.0,-0.03868293912311679,-0.0,-0.0,0.0,-0.056199518281431896,-0.0,-0.0,0.0,0.0,-0.02515300730890809,0.0,0.0,-0.0,-0.02718078423021992,-0.09156965912139152,0.02776062048379596,-0.0,-0.03479217083857797,0.0,0.0,-0.0,-0.0
-0.0,-0.049400119024833454,-0.09477213413830604,-0.0,-0.0,-0.0,-0.5986663936165528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.3399244544305167,-0.21390430430069823,-0.3695549293906808,-0.061978090348525354,-0.1648305077525165,-0.09447348717523328,-0.003664445479940077,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.11508003905874697,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.035407331383277,-0.0,-0.08203494560030558,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.2537882176992243,-0.0,-0.0,-0.0,-0.0,-0.031360297076923255,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.21066862288924168,-0.19071790839891703,-0.15992701676183535,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.010592030565137564,-0.0,-0.0,0.15035197082363294,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.049832309125674566,-0.0,-0.025732145121589063,-0.0,0.0
0.1545616150439604,0.0,0.0,0.0,0.0,-0.0,-0.0,0.12341730237363432,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.21390430430069823,2.382428143718587,0.0,-0.5262135032433676,0.0,-0.18052906377196568,-0.16888642969173714,-0.0,-0.16910966129522997,-0.0,0.0,0.016785049077501408,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.10142835149833032,-0.0,0.0,-0.10226153430364705,-0.0,0.0,0.0,-0.0,0.004953642002258391,0.12099669267621316,-0.0,0.0,0.0,0.0,0.03164770663182382,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.047433947397132074,-0.8161148372460583,-0.47886113307613687,0.0,-0.0,-0.0,-0.0,0.036046668791516086,-0.3627570147031191,-0.0,0.0,0.17417478872141107,-0.0,-0.0,-0.0,0.00227039944466733,0.0,-0.0,0.0,0.0,0.0,0.0,0.29971785171126364,0.0,0.0,-0.10665362042168904,-0.0,0.0,0.0,-0.0,0.0,0.0,0.08534686595291414,-0.0
-0.26940188553823047,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.3849654893544536,-0.0,0.0,0.0,0.0010688553465680504,-0.0,0.0,0.0,-0.3695549293906808,0.0,4.8828949031834075,0.0,-0.7963140322514572,-0.0,-0.17408384487249504,-0.0238099022710242,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.1590750236675886,-0.10153571772365144,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.021413482661568655,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.00860591638248149,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3147952491588167,-0.12458534731271456,0.0,0.0,0.0,0.0,-0.018569660539515222,0.06484306591155917,-0.0,0.0,-0.05809507695137005,0.0,-0.08683796355951458,-2.304729323783871,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.03564400631563736,0.0,0.0,0.0,0.2194663094249099,0.0,0.0,0.0,0.0,-0.0,-0.0,0.055233459452224944
0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.23596904646403508,-0.0,-0.061978090348525354,-0.5262135032433676,0.0,2.346197365827382,-0.0,-0.4670750359666996,-0.07832694348582457,-0.17552518543774706,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04899902830983164,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.07136993268429287,-0.0,-0.0,-0.16250092372591285,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.4693084732623159,-0.0,0.0,0.0,-0.42701751782555813,-0.06105077711370318,0.0,-0.0,-0.0,-0.0,0.08361810062701405,0.0,-0.0,-0.0,0.0,-0.013586703712258823,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
-0.0,-0.01999388136300078,-0.0,-0.011271312978341908,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.1648305077525165,0.0,-0.7963140322514572,-0.0,3.7496241532205103,-0.15180716895407265,-0.0,-0.389176396782068,-0.0,0.06183323416087338,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.10383154399436571,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05385432420887093,-0.0,-0.0,-0.13752391494473054,-0.0,-0.04801967217778292,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.38311558246992405,0.0,-0.0,-0.0,-0.5866446030124288,0.0,-0.27215511672963744,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1849381772125318,0.0,0.0,-0.8585438912423258,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.3415709028470794,-0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02408853180197753,-0.0,0.0,-0.0,-0.0,-0.09447348717523328,-0.18052906377196568,-0.0,-0.4670750359666996,-0.15180716895407265,2.45491881945302,0.0,-0.36154920133356766,-0.0,0.0,0.0,-0.0,0.0,-0.22638982985442152,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.14683052430317217,-0.0,0.0,0.0,0.0,-0.0,0.10788381973386311,-0.0,-0.0,0.0,0.05557353906975451,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.040685306376168295,-0.0,-0.0,-1.007784539072524,0.0,-0.02720837524252528,0.0,-0.0,-0.0,-0.0,-0.0,-0.02867935073793408,-0.0,0.0,0.07605044488057036,0.0,0.0,0.0,0.0,0.0,0.04161077751347213,-0.0,0.0,-0.0,-0.16233659073804735,0.0,-0.0,0.0,-0.09930013662407962,-0.0,-0.0,0.0,0.0
