2.023439892532204354e+00,-0.000000000000000000e+00,-5.522501201096205459e-02,-0.000000000000000000e+00.1,0.000000000000000000e+00,-0.000000000000000000e+00.2,0.000000000000000000e+00.1,-0.000000000000000000e+00.3,2.511801786999624461e-02,0.000000000000000000e+00.2,0.000000000000000000e+00.3,9.194426718550388622e-02,0.000000000000000000e+00.4,0.000000000000000000e+00.5,0.000000000000000000e+00.6,-4.181255671844784638e-01,0.000000000000000000e+00.7,-5.647754577871032244e-02,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,0.000000000000000000e+00.8,-7.582116858552097327e-02,-0.000000000000000000e+00.6,1.865181649222621973e-01,-1.090344092338867699e-01,0.000000000000000000e+00.9,0.000000000000000000e+00.10,0.000000000000000000e+00.11,-0.000000000000000000e+00.7,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-1.263824941035812666e-01,-5.152314262357491348e-01,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,0.000000000000000000e+00.14,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,0.000000000000000000e+00.15,-0.000000000000000000e+00.13,9.311977491099869553e-02,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,0.000000000000000000e+00.16,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-7.097812092497804426e-02,-1.415921753572489672e-01,-0.000000000000000000e+00.18,-5.135002103293558884e-01,-0.000000000000000000e+00.19,2.285322735466976118e-01,0.000000000000000000e+00.17,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,0.000000000000000000e+00.18,1.007900416348584405e-01,5.840843231095055321e-02,-0.000000000000000000e+00.22,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-5.915739885365580569e-02,-0.000000000000000000e+00.23,0.000000000000000000e+00.22,0.000000000000000000e+00.23,0.000000000000000000e+00.24,1.607351063059330731e-01,0.000000000000000000e+00.25,0.000000000000000000e+00.26,0.000000000000000000e+00.27,-0.000000000000000000e+00.24,1.894243234609989113e-01,0.000000000000000000e+00.28,-1.142223420000424428e-01,-0.000000000000000000e+00.25,0.000000000000000000e+00.29,0.000000000000000000e+00.30,1.713903143765545256e-01,0.000000000000000000e+00.31,1.542221716131526033e-01,2.027546194346851460e-01,0.000000000000000000e+00.32,-0.000000000000000000e+00.26,-1.915927592615686015e-01,-0.000000000000000000e+00.27,0.000000000000000000e+00.33,6.870060474993719413e-02,5.118578962375112257e-02,1.379974799820153919e-01,-0.000000000000000000e+00.28,0.000000000000000000e+00.34,-0.000000000000000000e+00.29,0.000000000000000000e+00.35,0.000000000000000000e+00.36,0.000000000000000000e+00.37,-0.000000000000000000e+00.30,-8.453314634319691878e-02,-0.000000000000000000e+00.31
0.09194426718550387,0.0,0.06868798303407178,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.3152967480256451,-0.4918647518088624,2.451795442416327,-0.0,-0.37057332003833,-0.13583893797685828,0.0,-0.16932216178028867,0.11941133874933683,0.0,0.0745986723416507,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.13012776619693883,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.28115576975923334,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.20063292833565136,0.0,0.0,-0.0,-0.0,-0.729713760232052,-0.0,-0.0072916467034414,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.08694883646830723,-0.0,0.0,0.0,-0.15243633594653555,-0.0,-0.0,-0.22151421720916392,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.09180114690165729,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1311582898872638,-0.0,-0.0,-0.0,0.06159227381430248,0.0,-0.011193975412805956
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.037396765951399354,0.0,-0.0,3.155232510895167,-0.09859859594454595,-0.0,-0.19729755058021908,-0.1422576327954377,0.0,0.0,0.15011455762596163,0.0313538679502379,-0.0,0.006303366072458178,0.0,-0.0,-0.0,0.0,0.0,0.0,0.006370843796520178,-0.0,-0.32204159933953835,-0.0,0.0,0.0,0.0,0.0,-0.0,0.020840222319929148,-0.0,0.0,-0.0,0.0,0.1258023205922169,0.010183800865649153,-0.0,0.0,0.0,0.0,0.0,-0.006310972158979923,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.10696602190760082,-0.03685040551513342,-2.0708152228478927,-0.4417167326637148,-0.0,0.06488373356849536,-0.0,0.0,-0.0,0.0,0.05311614275472936,-0.0,-0.0,-0.0,-0.053559085808275946,-0.0,0.0,0.0,-0.0,-0.14988162179788972,-0.13995432331985713,0.0,0.0,-0.00873702344096655,0.0,-0.0,0.0,0.0,-0.02915710816220141,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.07217987039316005,0.0,0.0
0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.37057332003833,-0.09859859594454595,3.913837696427824,-0.13607142072382014,-0.0,-0.2828441002055299,0.0,-0.0,0.0,-0.0,-0.26672299695645446,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.08187238221588586,-0.0,-0.0,-0.0,0.0,0.0,-0.05969383543815574,0.1514432110082815,-0.0,-0.15675277185646636,-1.0164764722001844,-1.5681089234600707,-0.0,-0.03368093061191152,0.0,-0.056414356761803994,-0.0,0.0,-0.0,-0.0,-0.17986051035517767,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.21914697358385435,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.16082955192050713,-0.22224485207177072,0.0,-0.0,0.0,-0.0,0.03514936723443102,0.0,-0.0
0.0,-0.0,0.0,-0.20268934898939647,-0.0,0.0,-0.0,-0.0,-0.07814973290951983,-0.30512865450254834,-0.6185219781911627,-0.13583893797685828,-0.0,-0.13607142072382014,4.278719403716364,-0.0,-0.0,0.0,-0.0,-0.0,-0.4342400015943825,0.0,-0.0,-0.0,-0.0,-0.0,-0.0489863829378534,-0.0,-0.10381244084034176,-0.6641241143973229,0.0,-0.0,0.0,0.051809493215413525,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.18177196307775953,-0.0,-0.0,-1.3205649409597748,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.4441482001225711,-0.0,-0.0,-0.0,-0.47911943310850663,-0.0,-0.0,-0.0,0.0,0.0,-0.25565457877124076,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.04079529099318936,0.0
-0.41812556718447846,-0.518211849968535,-0.0,-0.22065395597359708,-0.0,0.0,-0.0,-0.38835128352655074,0.0,-0.0,0.036345674636807976,0.0,-0.19729755058021908,-0.0,-0.0,2.6663468634633767,-0.0,-0.2913089892884036,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12646750177001423,-0.0,0.0,-0.0,0.020004086439124397,-0.0,-0.0,-0.0,-0.0,-0.3801092037300629,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.02538791913816379,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04149336205877853,-0.29779951256062753,-0.19220050996964289,-0.05568957123775808,-0.0,0.0,-0.0,-0.0,0.23600054569286544,0.0,0.07266923806420608,-0.06788215295403796,-0.3366206458493852,-0.06541450479560967,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.058031162443631275,-0.0,-0.12348991681258913,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.02089956049822113,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.20661873410594583,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04924333237397684,0.0,-0.16932216178028867,-0.1422576327954377,-0.2828441002055299,-0.0,-0.0,2.42993926071452,-0.0,-0.696606111209912,0.0,-0.0,-0.0,-0.0,-0.10824242105199133,0.0,-0.0,-0.01367730755005082,-0.15495946955200737,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.18323384760244155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.04357696486196549,0.03058391070927496,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05063103393562585,-0.0,-0.0,-0.3567630766895587,-0.0,-0.0,-0.0,-0.4124171543782308,-0.0,0.09027633600442707,-0.0,-0.0,-0.0,-0.12707835872146894,-0.08748496461141941,0.0,-0.0,-0.0,0.0,-0.14742467845548612,-0.0,0.18020793685714945,0.0,-0.0,-0.13916171753351855,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.17931103149780153,-0.0,0.35095595517419126,0.0,0.0,0.0,-0.0,0.0,-0.0
-0.05647754577871032,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.2555575426192279,0.0,0.0,0.0,0.11941133874933683,0.0,0.0,0.0,-0.2913089892884036,-0.0,3.057165028175262,-0.0,-0.9146495557215443,-0.2176467918495156,-0.0,-0.3114227649553544,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.1549901773246798,-0.026454025627727674,0.0,0.0,-0.48582440090241685,-0.0,-0.0,0.0,0.0,0.06187821022397896,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.07169825843487529,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.04902772206803836,-0.0,0.0,0.0,0.0,0.0,0.06493948302574082,0.0,-0.009484065622195736,0.0,0.0,-0.0,-0.0,-0.8376270346340827,-0.18461871264159893,-0.0,-0.0475657420981881,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.08721737791677085,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.10809261930358524,0.0,-0.0,0.0,0.0,0.26143760663654303,0.0,0.0,0.0,-0.0,-0.0
-0.0,0.0,-0.0,-0.0,0.10111568955449254,-0.0,-0.0,-0.0,-0.0,-0.0,0.01985659557452837,0.0,0.0,-0.0,-0.0,-0.0,-0.696606111209912,-0.0,3.3708188756733337,0.0,-0.34114966019065246,-0.0,-0.25688256616761473,-0.0,0.030490243074662055,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.017222046066138003,-0.0,-0.14297984121995963,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.17849164814457752,-0.08219315248534402,-0.22313830261099793,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.6801209959185606,-0.0,0.0,-0.9416269798175873,-0.23848823623287352,0.0,-0.0,0.0,0.0,-0.0,0.0,0.18719983539354565,0.0,0.0,0.040778540240251425,-0.0,0.0,0.06657316914170744,0.3265217327258585,0.0,-0.0,0.0,0.3002778475597593,0.0,-0.0,0.0,0.023596179886104608,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.10970609641512478,-0.0,-0.0,0.0,-0.0,0.0745986723416507,0.15011455762596163,0.0,-0.0,-0.0,0.0,-0.9146495557215443,0.0,3.172425830434391,-0.3079973613588929,0.0,-0.0,-0.06014808465115601,-0.0,0.0,-0.0,-0.0,-0.1977556265142232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2625275494702484,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.09026342873756278,-0.0,-0.0,-0.0,-0.3851637676296616,-0.10384555302517194,-0.2282918260812093,-0.0,-0.03875806505666746,0.028321770579638188,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.034871381478194165,0.0,-0.0,-0.05691609839473,0.0,-0.0,-0.12213831526459892,-0.14955735737894993,0.013306233442584886,-0.0,0.0,-0.18263760615680172,0.0,-0.09445966293611649,0.0789682170677031,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.16939326281762626,0.0,-0.3034288078858228,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.2967081114182393,-0.0,-0.0
0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.20448569643774617,-0.007289139913229131,-0.22670154659303177,0.0,-0.0,0.0,0.0313538679502379,-0.0,-0.4342400015943825,-0.0,-0.0,-0.2176467918495156,-0.34114966019065246,-0.3079973613588929,2.8565592191298768,0.0,-0.04276695328744436,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.014911119996705914,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0016872219569644463,0.0,-0.175458698161376,-0.012082673969491876,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0075493226785688546,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.43937960601240655,-0.0352178934669173,0.0,-0.0,-0.023933199190349665,-0.0,-0.8295829915611072,0.0,-0.0,0.07699582858664684,-0.0,0.0,-0.0,0.0037338603649933583,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.11541577257995277,-0.0,0.2975073664868961,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
