1.767304140088616027e+00,-0.000000000000000000e+00,-9.089955165482220545e-02,-1.523876754568620762e-01,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-3.134309563756513400e-02,1.457053000248838825e-01,0.000000000000000000e+00,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00.6,-4.408018989050718067e-02,-2.029446492845147360e-03,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,-1.018740663203695218e-01,-0.000000000000000000e+00.9,0.000000000000000000e+00.3,-3.701772830685038512e-02,0.000000000000000000e+00.4,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-6.473011606172519861e-02,0.000000000000000000e+00.5,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,0.000000000000000000e+00.6,-0.000000000000000000e+00.14,-2.052958526666056882e-01,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,0.000000000000000000e+00.7,0.000000000000000000e+00.8,-0.000000000000000000e+00.17,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.18,0.000000000000000000e+00.11,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,0.000000000000000000e+00.12,0.000000000000000000e+00.13,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,0.000000000000000000e+00.14,0.000000000000000000e+00.15,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,-2.584179258990003114e-01,0.000000000000000000e+00.16,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,-7.044019783794967793e-02,0.000000000000000000e+00.17,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,-0.000000000000000000e+00.35,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,-0.000000000000000000e+00.38,-1.021885222894931972e-01,0.000000000000000000e+00.18,-2.067929992063689271e-01,-0.000000000000000000e+00.39,-0.000000000000000000e+00.40,-0.000000000000000000e+00.41,-0.000000000000000000e+00.42,-0.000000000000000000e+00.43,0.000000000000000000e+00.19,-0.000000000000000000e+00.44,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.45,-0.000000000000000000e+00.46,-1.845285012601457775e-01,-0.000000000000000000e+00.47,-0.000000000000000000e+00.48,-0.000000000000000000e+00.49,-0.000000000000000000e+00.50,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.51,-0.000000000000000000e+00.52,0.000000000000000000e+00.24,-0.000000000000000000e+00.53,-0.000000000000000000e+00.54,0.000000000000000000e+00.25,-0.000000000000000000e+00.55,-2.089367889907897957e-01,-0.000000000000000000e+00.56
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.17760047959639805,-0.7629562242112555,3.5774614706909897,-0.0,-0.29341618945949527,-0.0,-0.0,-0.6296607117029775,0.0,-0.0027177718595544115,-0.0,-0.0,0.0,-0.01970192515616672,-0.0,0.0,-0.15313824370872656,0.1481529427141673,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.387362942832622,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.3291097928708665,-0.0,-0.0,-0.0,-0.0,-0.5643402739027579,-0.0,-0.0,-0.0,-0.46566725446663937,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.02008197365809752,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.008005859939056168,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.13053746849968667,-0.0,-0.0,-0.0,0.0,0.0,0.6963508018576067,-0.0,0.0
0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.146686990994724,-0.1738688107868721,-0.23563726369002763,0.0,-0.0,0.0,-0.1443012179168178,-0.0,-0.0,-0.0,-0.0,0.0,0.12565541968170027,0.0,0.0,-0.0,-0.06105497465938658,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.3620305733050506,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.97831824546548,-0.9650069006492584,-0.08514354572412541,-0.022392721798507688,-0.21243746461968777,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.17632947781224692,-0.0,-0.12973620595556287,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,0.12595880864180783,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.04885325404308453,-0.29341618945949527,-0.1738688107868721,4.109847023689532,-0.7408079778638803,0.0,0.0,0.0,-0.8314092445223049,-0.0,-0.2413151368661008,0.0,-0.0,0.04260060949411901,0.0,0.0,0.015632423778494345,-0.0,-0.08659545280266111,-0.0,-0.0,-0.14284685552571505,0.0,0.0,0.15550876866581528,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.09903450264689873,0.15493826723254703,-0.0,-0.024476944388430212,-0.0,0.0,0.0,0.01200461211537783,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.18828725413343209,0.0,-0.01079920535222746,-0.6521257351323472,-0.5678822521003964,-0.0,-0.0,0.0,0.0,-0.09564013685214573,0.0,0.0,-0.0,0.15977324606413806,0.0,-0.0,0.0,-0.0,-0.24631471732661997,0.0,0.0,-0.0,0.0,0.05083468065069657,0.2918087642512005,-0.0,-0.0,0.0,-0.0,-0.0,-0.0301418583057498,-0.19775098809248784,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.0,0.0,0.0,0.0,0.22038383114057805,0.0,-0.0,0.0,-0.0,-0.0,-0.059538801272671915,-0.0,-0.23563726369002763,-0.7408079778638803,4.40634008037098,-0.0,0.0,0.0,-0.0,-0.09516165548143296,-0.2245668081370696,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0559868159705,-0.7152000850623398,-0.32239601167628795,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.02819903499428805,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.17338549385249905,-0.0,0.0,0.0,0.23368402380497727,0.0,-0.0,0.0,0.0,-0.0,-0.25158658557464686,-0.0,-0.05833693268182844,-0.0,-0.0,-0.0,-1.584625949842368,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.10802453089072254,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.21392855880401945,-0.0,0.0,-0.0,-0.13753276490908872,-0.0,-0.0,-0.0
-0.04408018989050718,-0.5272649506011925,-0.0,-0.17700120778504227,-0.005969979680529843,-0.0,-0.19409472808943673,-0.09152009372841183,-0.011669498572979598,-0.27618297289925986,-0.09824853507103523,-0.0,0.0,0.0,-0.0,2.7311069111437347,-0.0,-0.10487624296449172,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1237601269317874,-0.0,-0.0,0.045155249793594435,-0.0,-0.0,0.0,0.0,-0.2323644300830032,-0.0,-0.4306949510310489,0.0,0.0,-0.0,-0.0,-0.017964806818996957,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.041943831287339306,-0.0,-0.0,-0.3166803652541827,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.2903707518350739,0.0,-0.0,-0.0,-0.0,-0.0,-0.23882634903648148,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06378457463976368,-0.000981756710868028,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.2098698322871408,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.002029446492845148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.6296607117029775,-0.0,0.0,0.0,-0.0,2.787460711409381,-0.1927541488154156,-0.06637194755809929,-0.0,-0.0,-0.062425234118256304,-0.5231030705023288,-0.4796621018545255,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.30343911281302544,0.0,-0.0,-0.3836206854535502,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1856272528474885,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.047316789897405086,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.507794591209233,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.12583417752161224,-0.12678780961578975,0.0,-0.0,-0.240895339199756,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10487624296449172,-0.1927541488154156,3.8511865463311032,-0.0,-0.7059088828377516,-0.0,-0.0677645199917866,-0.20618647228258025,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.9013405422036048,-0.0,-0.0,0.041671689794351215,0.0,0.0,0.0,-0.0,-0.0,0.0,0.1031657275831061,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.16110101338236305,-0.019077180020749766,-0.07816892652274911,-0.0,-0.0,-0.20158866266506625,-0.2437599898021446,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.12847062646634977,-0.0,-0.0,-1.0462847375023347,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.11701815003203633,0.3255135767871911,-0.0,0.22224994226217704,0.029555668733439247,0.2135042483557507,0.0,-0.0,0.0,0.0,0.13186148310050294,-0.0,-0.0,0.0
-0.0,0.0,-0.0,0.0,0.0,0.02594093317388144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0027177718595544115,-0.1443012179168178,-0.8314092445223049,-0.0,-0.0,-0.06637194755809929,-0.0,4.535583899244083,-0.0,-0.49921037572400234,0.0,-0.2720779292915363,0.0,0.0,0.0,0.0,0.0,-0.3732772901733448,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.11300658170725432,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5940410690678036,-1.3513914417228408,-0.07775441430811769,-0.0,-0.32931975684874315,0.0,0.0,-0.06931777124155022,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.20111736315321843,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.09261898009889853,0.0,0.07771681177652151,0.0,-0.0,0.0,-0.0,0.0
-0.10187406632036952,0.0,-0.0,0.009236288482850083,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.09516165548143296,0.0,-0.0,-0.7059088828377516,-0.0,3.1838442156659856,-0.3377917535492622,-0.02708828914275632,-0.5660763863730212,0.0,0.0,-0.0,-0.0,-0.0,-0.3422299863401721,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0012822531566204433,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.3105027776948808,-0.4564632125897133,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.16498217843392424,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.15339084082741697,0.0,-0.0,0.0,0.0718165273634863,-0.0,-0.0,-0.0,0.0,0.005264124416331394,0.0052470946850271295,0.08659363896292906,-0.03193749458318736,0.0,-0.0,0.0,-0.0,-0.0,-0.16873569244702577,0.0,0.0,0.0,-0.0,-0.0,0.21044828426023005,-0.02581436293288141,-0.0,-0.0,-0.606926998920815,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5487959987509857,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.2413151368661008,-0.2245668081370696,-0.0,-0.0,-0.0,-0.49921037572400234,-0.3377917535492622,3.9720629583103855,0.0,-0.6993021519091107,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.031106230862446255,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.34391887707518726,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.2922817021226063,-0.14432624138071776,-0.0,-0.0,-0.0,0.0,-0.0,-1.0015595220559064,0.0,0.0,0.0,0.12366919961734812,-0.0,-0.07330094614858589,-0.0,0.0,-0.0,0.0,0.007360939580640925,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
