1.936632024754776360e+00,-2.195759873761463088e-01,-1.145513352499119286e-01,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-1.302014062066645383e-01,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.6,0.000000000000000000e+00.2,-0.000000000000000000e+00.7,-1.470585256791121084e-03,0.000000000000000000e+00.3,0.000000000000000000e+00.4,0.000000000000000000e+00.5,-0.000000000000000000e+00.8,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,-1.025438574291676341e-01,-0.000000000000000000e+00.9,0.000000000000000000e+00.10,8.847284478127369345e-02,0.000000000000000000e+00.11,0.000000000000000000e+00.12,-0.000000000000000000e+00.10,-4.224707506617692565e-01,-2.265796156394446204e-01,0.000000000000000000e+00.13,0.000000000000000000e+00.14,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-4.808703277366156714e-02,-4.563583158432751863e-02,-0.000000000000000000e+00.16,6.296145084662078083e-03,-0.000000000000000000e+00.17,0.000000000000000000e+00.15,0.000000000000000000e+00.16,-0.000000000000000000e+00.18,-3.532790431999780489e-01,0.000000000000000000e+00.17,-4.598949818603077500e-01,-8.385062716101240876e-02,0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.19,-1.311646909377355563e-01,-0.000000000000000000e+00.24,8.350838740469331001e-03,0.000000000000000000e+00.20,0.000000000000000000e+00.21,1.481236181525535101e-01,-0.000000000000000000e+00.25,0.000000000000000000e+00.22,3.477204610298486598e-01,1.614681464508401767e-03,0.000000000000000000e+00.23,0.000000000000000000e+00.24,0.000000000000000000e+00.25,0.000000000000000000e+00.26,3.589080423741862480e-02,0.000000000000000000e+00.27,-6.760441951053437759e-02,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,0.000000000000000000e+00.32,-0.000000000000000000e+00.26,0.000000000000000000e+00.33,0.000000000000000000e+00.34,0.000000000000000000e+00.35,0.000000000000000000e+00.36,-0.000000000000000000e+00.27,0.000000000000000000e+00.37,0.000000000000000000e+00.38,2.573771923081042898e-02,1.246578073109471940e-01,0.000000000000000000e+00.39,0.000000000000000000e+00.40,-0.000000000000000000e+00.28,2.630903284899406558e-02,7.457829054245190825e-02,0.000000000000000000e+00.41,-0.000000000000000000e+00.29,-2.575168635077695889e-01,4.985382753808013934e-02
0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.06389147904414963,-0.546142022777614,2.6160835719451767,-0.4943218590203133,-0.0,-0.0,0.0,-0.367121894102864,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4249044846164249,-0.0,-0.0,-0.0,0.0,0.12112780571368492,0.0,0.052820246080748645,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.008264276632601495,-0.0,0.0,0.0,0.0,0.06809562873014142,0.1135269786955993,0.0,0.13341457990489583,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.587196084988818,-0.04930544044547653,-0.4012896027040436,-0.0,-0.0,-0.0,-0.0,-0.015433107358353383,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.22431219696076204,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.05109623886680777,0.0,0.0,0.07175755857336194,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.07378211317670846,0.03774112704914826,-0.0,-0.0
-0.0,0.0,-0.0,0.08960396220371798,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.4943218590203133,3.147051258201807,-0.2650510718688428,-0.0,0.0,-0.3712049925411775,-0.0,-0.0,0.0,-0.0,-0.0591018252173138,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1609896559847752,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.10351236077636589,-0.0,-0.0,-1.7108561461829175,-0.0,-0.0,-0.0,-0.0,0.12725608768116922,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.2300614442660892,-0.0,0.0,0.01017682114323325,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.03172289143470512,0.0,0.07964390525095749,0.0,0.0,0.05571705255623174,0.0,-0.09563712946425641,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.2373337681194063,0.0,-0.0,-0.0,-0.0,-0.0,-0.2650510718688428,3.837373722919056,-0.3457036485619199,0.0,-0.0,-0.0,-1.3564555769828353,0.0,-0.0783254163744767,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0068564396347071885,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.07404808167609161,0.0,0.0,-0.0,-0.5310674928153513,-0.30037580274824965,-0.2304314747688368,-0.39877025593302967,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.027082184876691985,-0.13329777861741315,-0.0,0.0,-0.0,0.0006438076425487032,0.0,0.08176132557123347,-0.0,-0.0,-0.0,0.0,0.0,-0.04152370484749175,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.1113332442886569,0.0,-0.0,-0.0
-0.0,0.07740125586349474,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3457036485619199,3.680361751794568,0.0,0.0,-0.0,-0.0,-0.0,-0.601954160746943,0.0,-0.33132732563276995,0.0,-0.0,-0.0,0.0,0.0,-0.1407031624774676,-0.027746825496396062,-0.0,-0.013458755726813695,0.0,0.0,0.018776658559577435,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.015786843844012223,0.19513739567877367,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.00820433501171144,-1.9420490907387435,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.02460444633609545,-0.2662436523313621,0.0,-0.0,0.14403509897273808,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.014032024842737767,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
-0.001470585256791121,-0.614673944803236,0.0,-0.2044155383303999,-0.0,0.0,-0.30025933477236416,-0.0,-0.0,0.0,0.019015181133219056,0.0,0.0,0.0,0.0,2.6434475243242814,0.0,-0.06962803825405055,0.0,-0.0,-0.0,-0.1260638174222941,-0.38126048534436846,-0.012401536433680683,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.02776794905946632,-0.22224483544196355,-0.45089106156071673,-0.0,-0.04240501135959692,0.07348673107555297,0.0,-0.0,-0.0,-0.9404138931174151,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.04136852871241105,-0.0,-0.0,-0.03496537589675696,-0.0,0.0,0.0,0.0,-0.0,0.0021570980048509,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.019040052797845167,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04173362907114866,0.0,-0.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.05932777439119632,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.367121894102864,-0.3712049925411775,-0.0,0.0,0.0,3.718161682192737,-0.4730976516008368,-0.8889925330960454,-0.0,-0.0,-0.5597107564333197,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.019652233437406175,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.13810698935156285,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1673659016553787,-0.0,-0.07128975372920494,-0.0,-0.0,0.0,-0.9266293419183901,-0.0,-0.0,-0.0,-0.0,-0.1188206689706098,0.0,-0.2829567847574632,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.012075664077168674,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06962803825405055,-0.4730976516008368,4.184884530370964,-0.0,-0.43916181668664256,-0.18415340591131768,-0.0,-0.4555280884655285,-0.050481597128077656,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.4571077465844529,-0.0,-0.0205847171749394,0.0,0.0,0.1279835537420827,0.0,0.0,-0.0,-0.0,0.14513427990510908,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.12016310316609619,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.255703566469831,-1.0941773410699058,-0.0025765111020558304,0.0,-0.008123270799972743,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.10878534521897068,0.034673709993508266,-0.0,0.030796542750962014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-1.3564555769828353,-0.0,0.0,-0.8889925330960454,-0.0,3.901278637507171,0.0,-0.15089721412476514,-0.0,-0.0,0.0,0.0,0.0,0.0,0.1020438328696934,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.1427920803236843,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.07564215719067197,-0.23194451990958936,-0.5518377229352713,-0.0,-0.0,-0.0,-0.5705580198212388,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.08742829250646263,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.0,-0.22984974039665504,-0.0,-0.0,-0.013678066748032966,-0.0,-0.0,-0.0,-0.2255535828972834,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.43916181668664256,0.0,3.7104055964056473,-0.039845704254575336,-0.0,-0.16908206970074127,-0.0,-0.01406554353723476,-0.0,-0.0,-0.0,-0.08742768058415273,-0.0,-0.0,-0.0,-0.0,-0.3347053738664528,0.0,-0.8248526696322099,-0.0,0.0570199375533714,0.0233009879891722,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.6643341024760693,-0.0,-0.0,-0.011391222473169796,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.050227468340526674,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8083405479156884,-0.0,-0.0,0.0,-0.0,0.0,-0.039871049715917935,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.4671253538410602,0.01738126780499208,0.0,0.06678866156816973,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0783254163744767,-0.601954160746943,-0.0,-0.0,-0.18415340591131768,-0.15089721412476514,-0.039845704254575336,4.718443508483331,0.0,-0.5810038359795022,0.0,-0.0,0.0,0.0,0.0,-0.5242350428732446,-0.0,-0.0,-0.0,0.0,-0.0,0.02955360776169876,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3204448508003484,-0.35359219099165534,-0.0,-0.0,-0.0,-0.0,-1.88321285646823,-0.0,-0.2394376241032257,0.0,-0.0,0.0,-0.08744862055987945,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.06464389070845779,0.0,0.0,-0.0,0.0,0.0,-0.0
