1.607345137099573718e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-1.724764922578548090e-02,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00.3,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,-1.577751174535059753e-01,0.000000000000000000e+00.5,0.000000000000000000e+00.6,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,8.153074594754249060e-02,-2.513700499343314299e-01,9.603211169540568082e-02,0.000000000000000000e+00.10,0.000000000000000000e+00.11,-0.000000000000000000e+00.10,0.000000000000000000e+00.12,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,-2.014659647865678915e-01,0.000000000000000000e+00.13,0.000000000000000000e+00.14,-0.000000000000000000e+00.13,-1.625183578306912124e-01,-2.280211838558536819e-01,-0.000000000000000000e+00.14,0.000000000000000000e+00.15,-0.000000000000000000e+00.15,0.000000000000000000e+00.16,0.000000000000000000e+00.17,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,0.000000000000000000e+00.18,0.000000000000000000e+00.19,0.000000000000000000e+00.20,-1.566149342527311805e-01,-0.000000000000000000e+00.18,-1.723678543115488571e-01,0.000000000000000000e+00.21,0.000000000000000000e+00.22,1.629904194288872288e-01,0.000000000000000000e+00.23,-0.000000000000000000e+00.19,0.000000000000000000e+00.24,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,0.000000000000000000e+00.25,-0.000000000000000000e+00.23,0.000000000000000000e+00.26,-0.000000000000000000e+00.24,-8.774197401567035426e-02,0.000000000000000000e+00.27,0.000000000000000000e+00.28,-0.000000000000000000e+00.25,0.000000000000000000e+00.29,0.000000000000000000e+00.30,0.000000000000000000e+00.31,0.000000000000000000e+00.32,2.454196013401637733e-01,0.000000000000000000e+00.33,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,0.000000000000000000e+00.34,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,5.140345079948448193e-02,0.000000000000000000e+00.35,0.000000000000000000e+00.36,1.230649214816580683e-01,0.000000000000000000e+00.37,0.000000000000000000e+00.38,0.000000000000000000e+00.39,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,0.000000000000000000e+00.40,1.022633114075398170e-01,-0.000000000000000000e+00.33,0.000000000000000000e+00.41,-0.000000000000000000e+00.34,1.665840482532046640e-01,-3.327138021110987443e-01,-0.000000000000000000e+00.35,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,-6.058998875929678257e-02
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.2861260998792381,2.780314593351177,-0.0,-0.18472198020658712,-0.0,0.0,-0.0,0.0,-0.4005056201676744,0.0,-0.0,-0.0,-0.3112141223335323,-0.1354272498988139,-0.1617977956786651,-0.9306438198781197,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0034327845149494944,-0.0,0.11291498619266388,0.0,0.21275595053967927,-0.0,-0.012889401160194191,-0.1373164119016231,0.0,-0.1808303055693552,-0.0,-0.0,0.10014676815726269,0.0,-0.0,0.17659201231667135,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.006136699163001409,-0.0,-0.31316592199106885,-0.3194777795827568,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1518699721835109,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,0.20945933012658827,0.0,-0.3549631954692056,-0.0,-0.0,-0.0,0.0,-0.0,3.695754865972112,-0.24059415362273376,-0.17289473437963318,-0.0,-0.2326648889675894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.017305316585737664,0.0,0.0,-0.0,-0.0,-0.0,-0.08138201631389409,-0.0,0.28508237363325606,0.06923709480414714,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.017788034928395275,-2.005605432558709,-0.0,-0.0,-0.12777672908755724,-0.0,-0.0,-0.26048650809824847,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13615249165683652,0.0,-0.0,-0.06467328384278183,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05509714207253306,-0.0,-0.13971350916083097,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,0.0,-0.33816398008247406,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.18472198020658712,-0.24059415362273376,3.7841123756176738,-1.324696961143818,-0.0,-0.004117645294271807,0.0,-1.34470481943812,-0.0,-0.4625223688708883,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.11144341519106551,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.01619672246499092,-0.0,-0.0,0.0,-0.0,-0.06856962163497453,-0.0360400859698618,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.19659726578438777,-0.0,-0.0,-0.17289473437963318,-1.324696961143818,6.0623754740509295,-0.0,-0.0,0.0,-0.0,-0.0,-0.9720580659786232,-0.0,-0.0,0.0,-0.0,-0.0,-0.13145653101498228,-0.005702370561995533,-0.05078239961341766,-0.5847465092758479,0.0,-0.27774718954546457,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.007204534533584721,-0.0,-0.21297490512992345,-0.07678809608073703,-0.0,-0.1566263572981736,-0.007704429457357832,-2.278940053712004,0.0,-0.17848557606837903,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.01336424586218432,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.15777511745350595,-0.2643508098114789,-0.20457804002312496,-0.0,-0.0,-0.013315085771147216,-1.2261868796234852,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,3.93897627741512,-0.0,-0.06223752183174337,-0.0,-0.0,-0.21904807266477433,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.011789913832407736,0.0,0.0,-0.0,-0.5790572650344222,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.15779336660900414,0.0,0.0,0.0,0.0,0.28910924301511187,0.10719181498642552,-0.0,-0.0,-0.0,-0.0,-0.0,0.07437863899795435,-0.06463111378812225,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.23636801812465408,-0.10722292277396486,-0.0,-0.1478402064569296,-0.0,-0.0,-0.0,-0.0,-0.5981824046423686,-0.2448090706050574,-0.0,-0.0,-0.0,-0.5879966907877916,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.09302732714286704,-0.0,0.0,0.08074067071360358,0.05225532521042688,0.10682378253819144,0.0,0.0,0.0,-0.0,0.0,-0.09331928949119661,-0.0
0.0,0.0,0.0908712068034404,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.22659404998865268,-0.0,-0.2326648889675894,-0.004117645294271807,-0.0,-0.0,3.1929964092381407,-0.0,-1.2107516961310567,0.0,-0.0,-0.08183110815981008,-0.4648534341568059,-0.2863059819202119,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.10033315968958915,-0.0,0.0,0.0,0.0,-0.0,-0.08621747285074545,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.004238683917326532,0.0,-0.03851394833111663,0.0,-0.0,0.0,0.0,0.0,0.0,0.09628018688112229,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.6349723956391284,-0.0,-0.0,-0.14597606519674175,-0.1069576657986992,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,-0.0,0.21905944494123367,-0.0,-0.0,-0.0,-0.8984193021751117,-0.0,0.0,0.021839303355136487,0.0,-0.0,0.0,0.0,-0.06223752183174337,-0.0,4.651814372375948,0.0,-0.4323189577215013,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.19190772013954405,0.0,0.0,0.06602619058902812,0.0,-0.04853013703551498,-0.0,-0.0,0.0,0.0,0.03686109777833161,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.04546081584859806,-0.0,-0.0,-0.8645329179381693,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.28281728668797934,0.0,0.0,-2.0733952574418257,-0.029361250904007548,-0.14357431624023487,-0.04529833498714886,-0.0,-0.07141259464295067,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.1702661090472449,-0.0,0.0,-0.0,0.0,0.18889197419733017,-0.0,0.0,0.0,0.0,0.0,-0.03193210815768486,0.0
-0.0,-0.0,0.0,-0.004658301190859269,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.4005056201676744,-0.0,-1.34470481943812,-0.0,-0.0,-1.2107516961310567,0.0,3.8546044445186385,0.0,-0.07292581780867965,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.3161320667074341,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.015806623750460706,-0.14377913873555803,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39977322445896624,0.0,0.0,-0.0,0.0,-0.0,0.0,0.3394915051454354,0.0,0.012123331783338952,0.2185502341590853,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.11112035650586968,-0.0,0.0,-0.5042871392837066,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
-0.0,-0.006214378679052984,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.4323189577215013,0.0,3.84537100557636,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.06287353879664852,-0.0,0.0,-0.04729884637487263,0.0,-0.0,0.0,-0.5442004449399327,0.0,-0.0,0.0,-0.0,-0.5094411953441144,-0.0,-0.0,-0.0,-0.0,-0.5215266976263356,-0.0,-0.3637053135613368,-0.0,-0.12682598865570544,-0.0,-0.0,-0.29130889152644784,-0.0,-0.0,-0.0,-0.4186574101514602,-0.4668727182422203,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.615839623715344,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30606577723082173,-0.0,-0.0,-0.0,-0.06175876865447329,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.40965369753618386,-0.0
0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.4625223688708883,-0.9720580659786232,-0.21904807266477433,-0.0,-0.0,-0.07292581780867965,-0.0,4.980283014130393,-0.0,-0.24788076828676683,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.5886542853475166,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.557881546956561,-0.0,-0.0,-0.0,-0.31835077426595937,-0.1716481191093791,-0.0,-0.0,-0.0,-0.0,-1.6694183661328688,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.03870371678700868,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
