2.084879771277040827e+00,0.000000000000000000e+00,-6.644725588571893937e-02,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00.3,-1.696590594242255168e-01,-1.742995949969576575e-01,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-0.000000000000000000e+00.6,0.000000000000000000e+00.4,0.000000000000000000e+00.5,2.715516837913890119e-02,0.000000000000000000e+00.6,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,0.000000000000000000e+00.7,-1.651801683044036850e-01,-0.000000000000000000e+00.9,-2.306387642463795795e-01,-0.000000000000000000e+00.10,0.000000000000000000e+00.8,-0.000000000000000000e+00.11,-2.772907718836649660e-01,1.893214427767618002e-01,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,0.000000000000000000e+00.9,1.420583828776270652e-01,0.000000000000000000e+00.10,0.000000000000000000e+00.11,0.000000000000000000e+00.12,-0.000000000000000000e+00.14,0.000000000000000000e+00.13,-0.000000000000000000e+00.15,0.000000000000000000e+00.14,0.000000000000000000e+00.15,0.000000000000000000e+00.16,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,0.000000000000000000e+00.17,3.604236151157804574e-02,-8.061021237001152195e-02,-4.226294327157943953e-01,0.000000000000000000e+00.18,-1.841174136408955109e-01,-1.940858748572237003e-01,0.000000000000000000e+00.19,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-2.251370925495489450e-01,-0.000000000000000000e+00.20,0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.21,0.000000000000000000e+00.22,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,-0.000000000000000000e+00.26,-4.195326940192556364e-02,-0.000000000000000000e+00.27,2.975146859465894328e-02,0.000000000000000000e+00.23,-0.000000000000000000e+00.28,0.000000000000000000e+00.24,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,-9.049069640746384979e-02,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,0.000000000000000000e+00.25,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,-0.000000000000000000e+00.34,-0.000000000000000000e+00.35,0.000000000000000000e+00.30,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,-0.000000000000000000e+00.38,-0.000000000000000000e+00.39,0.000000000000000000e+00.31,-0.000000000000000000e+00.40,0.000000000000000000e+00.32,-0.000000000000000000e+00.41,0.000000000000000000e+00.33,-0.000000000000000000e+00.42,0.000000000000000000e+00.34,-2.705440529831703023e-01,-0.000000000000000000e+00.43,-0.000000000000000000e+00.44
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3306315937306912,-0.5349896054023345,4.057821912098328,-0.0,-0.02169270337178894,-0.014180527840698605,0.0,-0.0,0.0,-0.0,0.0,-0.05021200001684882,-0.0,-0.0,-0.614428438623313,-0.4447517187197085,-0.031396540994241766,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.05627708431278182,0.0,0.0015307884995271602,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.06603223747361378,0.0,0.0,-0.01907823845886829,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.4459630480422181,-1.0178896348108155,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.7276334721210492,-0.3005255431187181,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014087628775078295,-0.0,0.0,0.0,-0.0,0.04227876756437181,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,0.045192517789673155,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,3.752198742009325,-0.1270056044484235,0.0,-0.0,-0.7658018593659347,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0357999800288019,-0.0,0.0,-0.0,-0.0,0.0,0.0879434789011784,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.11063045178446852,-0.0,0.0,0.0,0.0,0.0,0.13175281925212515,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.09563822896386535,-0.0,0.0,0.0,0.0,-0.0,-0.27036282055024313,-2.287688976267554,-0.2852168123970307,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.013563869893052045,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.04969990007490434,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1272038559647027,0.0,-0.0,0.1642865400425902,-0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,-0.10788145341218744,0.09832975463561144,0.0,-0.0,-0.0,-0.0,-0.0,-0.04780241172423936,-0.02169270337178894,-0.1270056044484235,2.046500010971484,-0.6863826348678737,0.0,-0.0,-0.0,-0.0,0.0,-0.19999714630663243,-0.0,-0.012149990752983932,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.059694215039367754,-0.0,-0.07297026102100433,0.0,-0.0,0.05102747083790606,-0.0,-0.164360490059428,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.06539532108844913,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.11197674063860512,-0.030935263859277046,-0.0,-0.29520992634286103,-0.0,-0.0,-0.3423482538305644,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0910856789594384,-0.0,0.0,0.0,-0.0,-0.1558439967583078,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.08773987232215957,0.0,-0.016740313456398863,-0.0,-0.0,0.026479094745743385,-0.0
-0.0,-0.09660616042059443,0.0,-0.06174190609079784,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.6280250922508396,-0.014180527840698605,0.0,-0.6863826348678737,3.7389589576296114,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.07074745101968277,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.15698630121877075,0.0,0.0,0.0,0.0,0.0,0.0,-0.15637704669568936,-0.20611625664771063,-0.24769776020767584,-0.0,-0.0,0.0,-0.0,-1.661364586013611,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.4102731768645485,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.626820923167597,-0.0,-0.12874805005279905,-0.22301724786199284,0.10176170940537647,-0.7172695212539584,-0.046319141398670605,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2.7462431139355847,-0.15416430346041451,-0.6499074134467203,0.0,-0.0,-0.2405383623967381,-0.14261942827003726,-0.0,-0.0,0.0,-0.045868006862758166,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.24176038981522743,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.04176950605845245,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.04938734548165363,0.0,0.0,0.0,-0.0501999226959044,0.0,0.022112128802342625,0.0,-0.0,0.0,0.0,0.0,0.0,-0.04924357326964681,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.11663571266843072,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.08454120528234485,0.0012652384878316628,-0.0,0.0,-0.0779236672992517,0.0,-0.0,-0.0,0.0,0.0,0.0,0.22933309409321956
0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.7658018593659347,-0.0,0.0,-0.15416430346041451,3.2526206196424945,0.0,-0.6750841734199567,0.0,-0.23688382267876687,-0.7268873281132192,-0.07408722889662922,-0.05222986746910747,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.02060084796513355,-0.0,0.0,-0.0,0.10907875820782868,0.0,0.0,0.0,0.10204771581054572,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.09561413415391411,0.0,0.0,0.054420005072787214,0.0,0.0,-0.17897986232745433,-0.0,-0.0,0.03006889295881716,-0.0,0.006511844385984344,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.008003808010371476,-0.7528341758328878,0.0,0.0,0.0,0.0075777773759943805,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.1323172430362192,-0.0,0.0,0.0,0.0,-0.0,0.0496239953203201,0.0,0.0,-0.0,-0.0,0.06237462917997316,0.174027083221179,0.0,0.0
0.0271551683791389,-0.1336607008036959,-0.0,-0.0,-0.0,0.0,-0.055662357127891,-0.5476160760166648,-0.006064938550095112,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.6499074134467203,0.0,3.1033030584198085,0.0,-0.0,-0.3311951915322198,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.02149462465611296,0.0,-0.0,-0.0,0.0,-0.0,-0.8526554937091245,-7.859347961316366e-05,-0.30301521531397474,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.19330007494986023,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.05049767105010306,0.0,0.0,0.0,0.0,0.0,0.1343861947324071,-0.0,-0.02432323506031112,-0.5793283184527251,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.06815483390593965,0.0,-0.0,-0.0,-0.041229742700727115,-0.3552191664300281,0.0,-0.0,0.0,0.027947291842222773,-0.0,0.1126847895211035,0.0,0.0,-0.0,0.0,-0.0,0.15494713996348855,0.0,0.0,0.0,0.0
0.0,0.08234178867656744,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3804006321968065,0.025262164063073824,-0.0,0.0,-0.0,0.0,0.0,-0.6750841734199567,0.0,2.708395868943206,0.0,-0.47402553090215654,-0.3933504843321914,-0.10221838612631516,0.0,0.0,0.0,0.0,0.0,0.06025070378983089,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.038014875420178125,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.15920488494477303,0.0,0.0,0.0,0.07178106788221306,0.020997638152349576,-0.0,-0.0,0.0,0.0,-0.0,-0.131785803100603,0.0,0.0,-0.696148556435168,-0.27787591567005704,-0.02455194067520066,-0.2051304012867256,0.0,-0.0,0.390594571583684,-0.12840925156519176,0.0,0.0,0.0,0.0,-0.0,-0.0,0.052617138077617184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
-0.0,-0.5366171616789521,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.005826406771192664,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,2.5362370099269094,-0.012273220034214919,0.0,-0.15998818283883096,-0.0,-0.0,-0.0,-0.0,-0.11328591022010533,-0.4664275426704074,0.0,0.13285174021023555,0.0,-0.0,-0.2637062334271747,-0.0,-0.08083799078685923,-0.0,0.0,0.07271788759265395,0.0,-0.0,0.0,0.0,0.0,-0.0,0.16777600065746384,0.0,-0.0,-0.0,0.0,-0.0,0.14192163706690455,0.0,0.0,0.0,0.0,0.0,0.12641827422435764,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.37045083636114345,0.26991446083754994,-0.0,-0.0,-0.0,0.2665327611371357,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.5483187062657453,-0.08646214692870678,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.3732368403116348,-0.11017898546506348,-0.0
-0.0,-0.0,-0.0,-0.08808438646730646,-0.0,0.12299593766221074,-0.23646346379349284,-0.0,0.0,-0.0,-0.0,-0.05021200001684882,-0.0,-0.19999714630663243,-0.0,-0.2405383623967381,-0.23688382267876687,-0.3311951915322198,-0.47402553090215654,-0.012273220034214919,2.6943545209925994,-0.0,-0.5947070390946304,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.07093789603086731,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.05258005092195529,0.0,0.0,-0.0,0.0,-0.0,0.04132042272260884,0.015875991924535975,0.0,0.0,0.047532044307314246,0.08508576095913052,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.022892083377144143,0.0,0.0,-0.15107860023337075,0.0,0.0,-0.0,-0.0,-0.0,-0.6960819233180233,0.07425254623509707,0.0,0.034800473164214266,-0.0,0.0,-0.0,0.0,0.0,-0.017579693353785078,0.0,0.04137419639263031,0.0,-0.0,0.0,0.0,-0.0,0.1641656475070046,0.0,0.009560289213479293,0.0,0.0,0.0,0.0,-0.0,0.0,0.078496137700425,0.0,0.0,0.0
