1.914520490738333747e+00,0.000000000000000000e+00,-1.670113266341209102e-01,-0.000000000000000000e+00,-6.130495036033658390e-02,-7.126365468177241203e-02,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00.1,0.000000000000000000e+00.3,-0.000000000000000000e+00.2,0.000000000000000000e+00.4,0.000000000000000000e+00.5,-0.000000000000000000e+00.3,0.000000000000000000e+00.6,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-0.000000000000000000e+00.6,0.000000000000000000e+00.7,-1.622010323399906973e-01,-0.000000000000000000e+00.7,0.000000000000000000e+00.8,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.8,1.338542868866764157e-01,-3.106146684400204125e-02,-2.949919369886300213e-02,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-3.041255524952134470e-01,0.000000000000000000e+00.11,-1.488700249339043324e-01,-0.000000000000000000e+00.11,0.000000000000000000e+00.12,-0.000000000000000000e+00.12,0.000000000000000000e+00.13,0.000000000000000000e+00.14,1.728723350072719767e-01,0.000000000000000000e+00.15,-0.000000000000000000e+00.13,5.268700011771348946e-02,3.642179460201771385e-03,0.000000000000000000e+00.16,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,0.000000000000000000e+00.17,-1.202301505334476689e-01,2.951084118268491180e-02,0.000000000000000000e+00.18,-3.347927653619929833e-01,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-1.125752504233305529e-01,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,0.000000000000000000e+00.22,0.000000000000000000e+00.23,0.000000000000000000e+00.24,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,0.000000000000000000e+00.25,-0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,-5.276668564345347867e-02,0.000000000000000000e+00.29,-3.294828498012070117e-02,0.000000000000000000e+00.30,7.652783908697781412e-02,0.000000000000000000e+00.31,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,-6.965489146155420253e-01,-0.000000000000000000e+00.26,0.000000000000000000e+00.32,0.000000000000000000e+00.33,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,0.000000000000000000e+00.34,-0.000000000000000000e+00.31,-0.000000000000000000e+00.32,0.000000000000000000e+00.35,-0.000000000000000000e+00.33,0.000000000000000000e+00.36,0.000000000000000000e+00.37,-6.904467089696521287e-02,0.000000000000000000e+00.38,-0.000000000000000000e+00.34,-0.000000000000000000e+00.35,-0.000000000000000000e+00.36,0.000000000000000000e+00.39,0.000000000000000000e+00.40
0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.017484319465630865,-0.06904529916454812,-0.6561263689324851,-0.2301136481435211,2.6649180591306414,-0.0,-0.0,-0.0,-0.0,0.0,-0.005018397826926428,0.0,0.0,0.0,-0.0,-0.0,-0.1770219937549598,-0.0,-0.3357598885092089,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.14681662638939413,-0.06461944081869292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009355573065057481,-0.0,0.0,0.004625165940318909,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1383479869129937,-0.4220025926961211,-0.630035659676701,-0.0,-0.0,-0.11044331283981612,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.2606528442018987,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.017838916793676846,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.26640105055676294,0.0,-0.0,0.0
0.0,0.0,0.047575974049457646,-0.0,0.12371945036211195,0.0,-0.0,0.0,0.0,-0.02277827210751226,-0.023038104158384577,-0.0,3.2900798718075115,-0.469811954341664,-0.0,-0.0,-0.8033076603835917,-0.0,-0.0,-0.0,-0.0,-0.4234409364132893,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.055852959034293055,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0392293350370678,0.0,0.0,-0.12019968171799893,0.03607663614578127,-0.0,-0.0,-0.06892984547001181,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.012669692441229856,-1.273812518415515,-0.20577845394603408,-0.0,0.0,-0.0,0.0,-0.008018228463768996,0.0,-0.0888452344007744,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.12259981071049637,-0.0,0.04436522170252997,0.0,0.04554710035328596,0.0,0.0,0.0,-0.0,0.0,-0.0,0.021364706181470346,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
-0.0,0.0,0.0,0.0,0.2566806614778606,0.0,-0.0,0.0,0.0,-0.0,-0.13370283197192534,-0.0,-0.469811954341664,3.986636552892645,-0.9729592565926035,-0.0,-0.0,-0.030293949733672425,-0.5825727000234465,-0.0,-0.8293925568387394,-0.0,-0.5275561922361688,-0.0,0.0,-0.0,-0.0,-0.047013644267603405,-0.0,-0.0,0.0,0.0,-0.0,-0.09730055692946848,-0.0,0.0,0.10559429719117155,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.16732218829429868,-0.030577112299367087,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.19211662801149315,-0.25599017519715744,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.02223407568721985,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0337073487253194,0.0,0.0,0.0,0.13974205424855246,0.0,0.0,0.100166744095077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.0,0.0,0.37437582493694066,0.0,-0.0,0.0,0.0,-0.045274081222544046,-0.0,-0.0,-0.0,-0.9729592565926035,3.8233326313443934,-0.0,0.0,-0.0,-0.0,-0.0,-0.36123503377703137,0.0,-0.5097064861157512,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.2167381471332561,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.002010373261307768,-0.22016264847514813,-0.10141113737527709,-0.09764002410680318,-0.0,-0.02831052744972323,-1.286187214985356,0.0,-0.03098998678957064,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.047515346937286575,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
-0.0,-0.34420274034777343,-0.0,-0.0,0.0,-0.0,-0.08087628795478397,0.0,0.0,-0.02792917115241734,0.0,-0.0,-0.0,-0.0,-0.0,1.9455088848652689,0.0,-0.2751293216012378,-0.0,-0.0,-0.0,-0.0,-0.025705226601937498,-0.0,-0.07970875175957907,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.027671676725219235,-0.03548203871969272,-0.0,-0.0,0.0,-0.0,-0.0,-0.09245781151446412,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.036441794708887136,-0.14094298018378937,-0.26089424311415255,-0.0,0.0,0.0,-0.0,0.041212353041376666,0.0,0.0,-0.0,-0.02968113143221481,-0.0,-0.05027149918037325,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02033735438758136,-0.1153069822387676,-0.0,0.0,0.0,0.0,0.0,-0.17829253967023767,-0.0,-0.0,0.0,-0.014199675669244053,-0.0,-0.0,-0.12047495820700985,0.20145312532580192,0.1428023601481318,0.0,-0.0,-0.436742957896662,-0.0,-0.13021092427185252,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,0.1418570968009398,0.11687618452216318,0.014917734431362621,-0.0,0.0,-0.12170526593839276,0.0,-0.8033076603835917,-0.0,0.0,0.0,3.2046017617872846,-0.0,-0.30375626983874887,0.0,-0.07453669040818435,-0.5345130081601924,0.0,-0.4885747659239252,0.07636144284863834,0.0,-0.16582753134772407,-0.06779445193796725,-0.0,0.0,0.0,0.0,-0.0,-0.5880434278866954,-0.0,0.0,0.0,0.3193103169296168,0.0,0.0,-0.05955368256478149,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.13096581905198978,-0.0,-0.0,0.0,0.15487838303774396,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.11356060878907712,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.009016084101581594,0.2974901693495291,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.0,-0.00970960448727941,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.10452005126413157,-0.0,-0.04946899975656137,-0.005018397826926428,-0.0,-0.030293949733672425,-0.0,-0.2751293216012378,-0.0,4.047074527669628,-0.0,-0.4251633525724581,-0.0,-0.0,-0.0,-0.02957809282767484,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-1.6069770889012367,-0.0,-0.4835240003206258,0.0,0.0,-0.0,-0.0,-0.0468477027702113,0.0,0.12859266716807247,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.05888380512792319,-0.0,-0.3033789178905813,-0.0,0.0,-0.0,-0.17142094257637108,-0.0,-0.0,-0.0,-0.0,-0.0,-0.15622033718463138,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.8461453230824587,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.10994724357988454,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.16708827513835603,-0.0,-0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2733771979955506,0.0,0.0,0.0,-0.0,-0.08381182351232161,0.0,-0.0,-0.5825727000234465,-0.0,-0.0,-0.30375626983874887,-0.0,2.9447157222214244,-0.0,-0.10859211884224504,-0.2960222593216977,-0.0,-0.0,-0.0,-0.19507753303169817,-0.0,-0.19711589972605653,-0.15689040050184047,-0.0,0.0,0.0,0.12149371978334948,-0.45085194572265247,-0.0,0.0,0.0,0.030880395890699155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.008409224448462057,-0.0,0.0,0.0,0.0,0.0,0.16359939714230298,-0.0,0.0,-0.0,-0.0,-0.0,-0.024339815912866592,-0.0,0.0,-0.5851522401400007,-0.0,-0.1434962764492413,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.15683297003657443,-0.0,0.0,-0.0,0.0,0.0,0.14130621805726343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06169987663735262,0.09660323741564576,0.0,0.0,0.0,0.0
-0.16220103233999067,-0.17302315395847306,-0.0,-0.0,-0.0,-0.23725597727424916,-0.03896889441971056,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.4251633525724581,-0.0,2.7934071429814775,-0.4759432569637497,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.058083403877332254,-0.0,-0.0,0.0,0.0,-0.0,-0.35743786630492447,-0.0,-0.19244126576369047,-0.0,0.0,-0.0,-0.0049331862032794965,-0.014295588313566388,0.0,0.0,0.0,0.1934076545829027,-0.0,-0.0,-0.0,-0.0,-0.5082402666503462,-0.03120567989059888,-0.009826153930429933,-0.0,-0.0409904287941052,-0.0,-0.0,-0.0,0.0,0.03209545266470268,0.0,0.008368351153290201,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.16367364211604069,0.0,0.0,-0.0,0.0,-0.0,-0.4756425023186533,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.8293925568387394,-0.36123503377703137,-0.0,-0.07453669040818435,-0.0,-0.10859211884224504,-0.4759432569637497,3.2323370188890443,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.1975085072309916,-0.0,-0.0,0.16284496972386042,-0.09234985010756334,-0.1583725113454626,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.21007910096094048,0.0,0.2939082762964158,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.09767600675733251,0.015358842486906952,0.0,-0.012223693970671058,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.9133457317034103,0.0,-0.0,0.0008229994546796474,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.32014821742692806,0.148430254471476,0.0
