4.202311271092830758e+00,-1.841183696290513150e-01,-1.011476767877800054e+00,-4.830810789544477402e-01,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00,0.000000000000000000e+00.1,0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,-6.233540715512886354e-01,0.000000000000000000e+00.5,0.000000000000000000e+00.6,0.000000000000000000e+00.7,0.000000000000000000e+00.8,-0.000000000000000000e+00.6,0.000000000000000000e+00.9,-0.000000000000000000e+00.7,0.000000000000000000e+00.10,-0.000000000000000000e+00.8,0.000000000000000000e+00.11,0.000000000000000000e+00.12,6.682576972242322555e-02,2.862716631348036223e-01,0.000000000000000000e+00.13,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,-1.537736046083937602e-01,0.000000000000000000e+00.14,0.000000000000000000e+00.15,1.999596751737126310e-01,8.324625298110333027e-02,-2.156652919242966759e-01,-0.000000000000000000e+00.11,0.000000000000000000e+00.16,0.000000000000000000e+00.17,1.355586418263849541e-03,0.000000000000000000e+00.18,2.111541322027291057e-01,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,0.000000000000000000e+00.22,-0.000000000000000000e+00.12,0.000000000000000000e+00.23,-0.000000000000000000e+00.13,-4.640335665475271432e-01,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,-4.041746543408001324e-01,-0.000000000000000000e+00.17,0.000000000000000000e+00.24,-3.082020172236477409e-02,0.000000000000000000e+00.25,0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,-0.000000000000000000e+00.18,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,4.673425282424645277e-02,0.000000000000000000e+00.31,0.000000000000000000e+00.32,7.834266995018279722e-02,-0.000000000000000000e+00.21,-0.000000000000000000e+00.22,0.000000000000000000e+00.33,-0.000000000000000000e+00.23,0.000000000000000000e+00.34,0.000000000000000000e+00.35,-0.000000000000000000e+00.24,0.000000000000000000e+00.36,0.000000000000000000e+00.37,1.463814592506698375e-01,0.000000000000000000e+00.38,-0.000000000000000000e+00.25,0.000000000000000000e+00.39,0.000000000000000000e+00.40,0.000000000000000000e+00.41,0.000000000000000000e+00.42,0.000000000000000000e+00.43,-0.000000000000000000e+00.26,0.000000000000000000e+00.44,-4.466664694392151469e-02,-0.000000000000000000e+00.27,0.000000000000000000e+00.45,0.000000000000000000e+00.46,0.000000000000000000e+00.47,-0.000000000000000000e+00.28,-0.000000000000000000e+00.29,0.000000000000000000e+00.48,0.000000000000000000e+00.49
0.0,-0.006335544904631048,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.006781040200336669,-0.3062410682527956,-0.3023052790732997,2.246477901961564,-0.1739132017628046,0.0,-0.0,-0.0,-0.05264502202595073,0.0,-0.09073896624555944,0.0,0.0,-0.0,-0.0,-0.28433640162990614,-0.0,-0.6528549381517087,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.48506700652368767,-0.0,-0.0,-0.013349353190990686,-0.0,-0.07958854028283542,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.486512652473772,0.0,0.0,0.0,0.0,0.20346409475389168,-0.0,0.0,0.07497164439955134,-0.0,-0.0,0.0,0.07078431896932127,-0.022919789144812665,-0.0,0.0,-0.0,0.08583134363103918,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.060348142548963216,-0.0,0.0,0.0,0.0,0.0,-0.07911635209825646,-0.0,0.21291461405488907,0.0,-0.0,0.0,-0.0,0.0,-0.021731848448825183
0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.1739132017628046,4.172049962772629,-0.04639439661916284,-0.1498237636816213,-0.0,-0.7525391613462264,-0.0,-0.0,-0.0,-0.0,-0.5752257386001314,-0.33583490823253986,-0.777988878468951,0.0,-0.0,-0.0,-0.5530502302867932,-0.03879341575171544,-0.09240651523249102,-0.02666081397401311,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.03458773195388553,-0.0,-0.00872118342347007,-0.0,-0.14652325421251203,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3145544554734808,0.0,-0.0,-0.028158189087212605,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.1102842673622511,-0.0809582271494428,0.0,-0.0,0.0,-0.0,-0.39631626472243986,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.022402181403076305,0.0,0.0,-0.04639439661916284,6.287181331258072,-0.4558022044785142,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2293811682469407,-0.0,-0.0,-0.03536640173324632,0.0,0.018808694667386747,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.7684702809361621,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.07065934618269994,-0.0,-0.0,0.0,0.0,-0.0,-0.803748421323785,-0.440158813996378,-1.665411328152684,-0.0,-0.0,-0.0,-0.0,-0.4127755480001396,0.0,-0.6552983199399661,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.08216103567956065,0.19031877606416767,-0.0,0.0,0.0,0.17543462610496008,0.0,-0.0,-0.01103634105382486,-0.0,-0.0,0.013811769190182732,0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.1498237636816213,-0.4558022044785142,5.066750525509763,-0.0,-0.0,-0.0,-0.0,-0.13991820633528665,-1.1303664932180597,-0.0,-0.8717616509768192,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-1.2349891385196756,-0.0,-0.08240279984073633,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.14021183211479532,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.023957091534237945,-0.2317492358076816,-0.2939686257029938,-0.0,-0.0,-0.0,-0.0,-0.325382044536142,-0.0,-0.0853516063979071,0.0,-0.0,-0.0,-0.0,-0.04330756877513708,-0.0,-0.0,-0.05964894118542693,0.0,-0.18745900698072937,-0.0,0.0,-0.0,0.0,0.0,0.002522651557874413,0.0,-0.0,-0.05504204328517055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.6233540715512886,-0.5906139119736542,-0.6753792615966425,-0.5640890688261672,-0.0793402661547328,-0.0,-0.2757827256064694,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,4.024621275456357,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.1221486974064003,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.12366831817841292,-0.5764241748268468,0.0,-0.0,0.0,-0.0,-0.0,-0.500992244665102,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.03063920203858351,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.15105000122957563,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.008378768131838282,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.1734948623861249,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.05264502202595073,-0.7525391613462264,-0.0,-0.0,-0.0,5.470160177769463,-0.0,-0.8390046432926154,-0.0,-0.0,-0.805348540355704,-0.0,-1.4079047061944088,0.0,0.0,-0.0,-0.0,-0.725235800226581,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.4007002719083972,0.0,-0.0,-0.0,-0.05183084966615322,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.16297387215204923,0.0,0.0,0.0,0.0,0.0,-0.0,-0.5515108992136937,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.017920962797953025,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.1162523124378136,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,5.90276814909989,-0.0,-1.446380120454259,-0.054014617700460565,-0.0,-0.0,-0.10839530833112503,-0.0,0.0,0.0,-0.0,-0.48167268166687544,-0.0,-0.0,-0.0,0.0,-1.403104282400278,0.0,-0.48193951821905456,-0.0,0.0,0.0,0.0,-0.0741591011547943,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.027056721136655863,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.1600953868186236,-0.0,-0.0,-0.0,-0.0,-1.094554367989392,-0.2189523064936138,0.0,-0.0,0.0,0.0,0.0,-0.30782434894756405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.3949738683655099,0.0,0.0,-0.014888394439053867,0.0,0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.09073896624555944,-0.0,-0.0,-0.0,-0.0,-0.8390046432926154,-0.0,3.5546305269785825,-0.0,-0.0,-0.0,-0.4605547078303394,-0.20753518072243396,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6821533878215598,0.0,-0.0,-0.3977047902736522,-0.0,-0.0,-0.16431875054581835,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.020759842130447,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0102615894984538,-0.07113776867108106,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.32735950689049553,-0.0,-0.08712938384416148,0.0,-0.0,0.0,-0.0,-0.3029095627778859,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03656107426385577,0.0,-0.0426033956632026,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.06615516208929574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.13991820633528665,0.0,-0.0,-1.446380120454259,-0.0,4.038513352537882,-0.8993311600717206,-0.0,-0.028309679240145647,-0.0,-0.0,0.0,0.0,-0.0,-0.1611857775309103,-0.07299528340695696,-0.0,-0.05015202491601502,0.0,-0.0,0.0,-0.3714007718453077,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1730472703784385,-0.0,-0.0,-0.0,0.0,-0.07266073833398544,-0.0,0.0,-0.0,-0.0,0.11268901010441472,0.0,0.0,0.0,0.0,0.08319744584622242,0.0,0.0,-0.0,-0.13682463136821507,-0.0,-0.0,0.0,-0.0,-0.0,-0.4461858352833699,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.023354205068305985,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.08578450919951244,-0.0,-0.0,0.0,-0.08080388394762804,0.0,0.0,0.0,-0.0,0.0,0.0
-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.2293811682469407,-1.1303664932180597,-0.0,-0.0,-0.054014617700460565,-0.0,-0.8993311600717206,5.297968263591025,0.0,-0.0,-0.05125953640069741,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.3382382967494649,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.020002752352563873,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.5411202851653025,-0.051545851714809736,-0.4834125663157671,-0.0,-0.0,-0.0,-0.0,-0.45438232486288305,0.0,-0.46268162993005674,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.06147019747834662,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.03133729632923016,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.08853952550494988
