1.832063912410166528e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,0.000000000000000000e+00,-1.767512619756495332e-02,0.000000000000000000e+00.1,0.000000000000000000e+00.2,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,0.000000000000000000e+00.3,0.000000000000000000e+00.4,0.000000000000000000e+00.5,0.000000000000000000e+00.6,-0.000000000000000000e+00.5,-6.005282091629716990e-02,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,1.583234782499177151e-01,-1.776239687517739210e-02,0.000000000000000000e+00.7,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,1.560877278749304709e-01,0.000000000000000000e+00.8,-0.000000000000000000e+00.10,0.000000000000000000e+00.9,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,0.000000000000000000e+00.10,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,-6.356171612375300928e-01,-0.000000000000000000e+00.15,-6.444167691622960936e-03,0.000000000000000000e+00.11,-8.162887093677129169e-02,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,7.221361506641613137e-02,0.000000000000000000e+00.12,-1.335464433845200971e-01,0.000000000000000000e+00.13,-2.953403737915073490e-01,-0.000000000000000000e+00.18,9.495642492837198453e-03,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-1.361235518860991200e-01,-0.000000000000000000e+00.21,-2.539372501832120599e-01,-1.418046774419305656e-01,0.000000000000000000e+00.14,-0.000000000000000000e+00.22,0.000000000000000000e+00.15,-1.886759501389641269e-01,1.330379065647020742e-01,0.000000000000000000e+00.16,0.000000000000000000e+00.17,-1.644594457395796294e-01,0.000000000000000000e+00.18,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,0.000000000000000000e+00.22,-0.000000000000000000e+00.23,0.000000000000000000e+00.23,0.000000000000000000e+00.24,0.000000000000000000e+00.25,0.000000000000000000e+00.26,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,-1.241813613978451913e-01,0.000000000000000000e+00.30,9.288316726352800756e-02,-0.000000000000000000e+00.26,0.000000000000000000e+00.31,0.000000000000000000e+00.32,0.000000000000000000e+00.33,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,0.000000000000000000e+00.34,-0.000000000000000000e+00.29,-9.272882582564627441e-02,0.000000000000000000e+00.35,-0.000000000000000000e+00.30,3.598818610632714132e-01,-0.000000000000000000e+00.31,0.000000000000000000e+00.36,-0.000000000000000000e+00.32,0.000000000000000000e+00.37,0.000000000000000000e+00.38,-0.000000000000000000e+00.33,8.228971303074178456e-02,-0.000000000000000000e+00.34,-5.603953773512791205e-04,-0.000000000000000000e+00.35
0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.33413130009758246,-1.1819834780901968,3.6778494054708983,-0.0,-0.0,-0.048276728485619286,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7443437880085931,-0.0,-0.17808086841374848,-0.02142235380565448,0.0,-0.0,-0.09840876826892947,-0.0,0.0,0.0,-0.0,-0.05823911445213089,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0029336884904962715,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.19315785743113376,-0.0,0.0,0.0,-0.2071231464507256,-0.0,-0.0,0.0,-0.16394820848426953,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.21048846743859093,-0.0,-0.05289820401911698,-0.0,-0.010219267749565388,-0.0,-0.0,0.0,-0.0,-0.4685494881046624,-0.0,0.0,-0.0,-0.0,0.0,-0.1956765793061749,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.3115662821021468,-0.0,-0.0,0.0,0.0,0.0
0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.816655825546144,-1.2032680246493195,-0.0,0.0,-0.0339556078059961,0.0,-0.2618888485007044,-0.0,0.0,-0.0,0.0,-0.09403810088113984,0.030465500068307883,0.0,-0.2326434601048164,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.15135028445635468,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.2792277951560307,-0.0,0.0,-0.0,0.0,-0.10711433240477441,-0.06970847297096329,-0.0,0.0,-0.0,-0.0,-0.08056810693127217,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.07630265119907352,0.0,0.0,-1.4574749634186315,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.06319143120910584,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.18661249250946152,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2032680246493195,4.400444536775259,-0.47971181435663773,0.0,-0.0,0.0,-0.986612833183316,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.032797458883182966,-0.0,-0.040369820966865,-0.24966493802996928,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.3901657670861013,-0.0,0.0,0.0,-0.0,0.0,-0.09487237864419885,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.1467293213700701,0.0,0.0,-0.0,-0.19653355019053076,-0.6220908947633628,-0.25982720670997816,-0.1678318174648641,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.048276728485619286,-0.0,-0.47971181435663773,4.876537462864966,0.0,-0.2842346379728075,-0.0,-0.01593826993691628,-0.0,-0.0,-0.3347590189647964,-0.9883528408010888,-0.08890788524797089,-0.0,-0.0,-0.07840831452055495,-0.10125226488368516,-0.7533572798229132,-0.18267638683172183,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.037152659092517325,0.17384926791733657,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9419946964348331,0.0,-0.0,-0.0,0.0,-0.010068318838959192,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.021553320413682894,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
-0.06005282091629717,-0.6796444129194166,-0.105545516295825,-0.16597929745781448,-0.0,-0.1759927443582024,-0.15824522833245544,-0.5358643706042204,0.0,-0.20194218553782955,0.0,0.0,0.0,0.0,0.0,3.2164593013085434,-0.0,-0.0,0.302521986172361,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.04196590128965306,-0.719352499865391,-0.0,-0.0,0.0,0.0,-0.37255200007569406,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.2135568459313021,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.019872625678790376,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.019158820923463247,-0.19372479382925625,-0.0,-0.27757284621484285,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22860640282144237,-0.0,0.03489705549378025,-0.0,0.012632798950421511
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.6889635927407401,0.0,-0.0,-0.0339556078059961,-0.0,-0.2842346379728075,-0.0,3.449297331559187,-0.0,-0.0,-0.0,-0.12082663728668956,-0.12770958286702655,-0.21260291994912667,-0.2676982451643349,0.0,-0.0,-0.0,-0.0,-0.24933622076941167,-0.0,-0.0,-0.0,-0.0,-0.5056632459808511,-0.0,0.0,0.0,-0.0,0.0,-0.10095938703518811,-0.0,-0.043408189715717846,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.20469393430754296,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.7734891072839395,-0.10075730069273373,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.046869218268164495,-0.0,-0.36998622190501734,-0.0,-0.0,0.014011137731812916,-0.0017538366328113428,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.2907266612932611,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.18015165117616133,0.026754134087214623,0.14781362201673398
-0.0,-0.0,0.0,0.0,0.0,-0.12047182848135284,-0.0,-0.0,-0.19287772245366464,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,3.7743308013679866,-0.1768277911018079,-0.5516322115189579,-0.8648715716725685,-0.0,-0.0,-0.0,0.01697336330742188,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2799974366123428,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.09770884564784958,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.005844716083264167,0.0,-0.0,-0.0,0.0,-0.0,-0.8909975609884474,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.08505641357414358,-0.31241865382200523,-0.0,0.0,0.02983648651048268,0.0,0.16943580432680438,0.2663417177086817,0.0,0.1296680477910603,0.09688296871816768,-0.0,-0.0
0.15832347824991772,0.0976951163953276,0.0,0.25420967615037027,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.2618888485007044,-0.986612833183316,-0.01593826993691628,0.302521986172361,-0.0,-0.1768277911018079,2.598925774120896,-0.0,-0.04726487022125975,-0.0,0.0,-0.02610228620396377,0.0,0.0,-0.0,0.0,-0.225320032287279,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.03722487573460496,-0.3244313933798213,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.015072627413905084,0.0,0.05264754935088508,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.09480565346348489,-0.0,-0.0,-0.18110782540232084,-0.0,-0.0,-0.19630235722420997,-0.22063157875907785,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.23130557550566985,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.04573191772050153,0.0,0.11597763466089152,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
-0.017762396875177392,-0.0,-0.0,0.0,-0.0,-0.0,0.03500396702664966,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.5516322115189579,-0.0,3.0930788678391186,-0.0,-0.0,-0.0,-0.0,0.10408668058720431,0.0,-0.17926517995137567,-0.17380605055216927,-0.4795615053460914,-0.002673704511441328,-0.0,0.0,-0.0,-0.0,-0.02006210930901054,-0.17240573415656307,-0.019991810628387546,0.0,0.03008991835085916,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.20847653620474463,-0.24449724090793867,-0.2719101580533097,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.09660809308853063,0.27281059031638977,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.3815977696131117,-0.8663524381375833,-0.0,-0.0,0.0,0.0,0.0,-0.055370016306157926,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.049385117372905886,-0.0,-0.3925556462901429,0.0,0.0,0.0,0.0,0.0,0.20085470607346056,-0.0,0.0,-0.2443640270876379,-0.0,-0.04323619189247889
0.0,0.0,0.14457866325189547,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.12082663728668956,-0.8648715716725685,-0.04726487022125975,-0.0,3.3115341678814527,0.0,-0.37506588514820527,0.0,0.0,0.0,0.0,0.0,-0.19207666890220196,-0.0,-0.0,-0.0,-0.0,-0.14953715121542682,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.11804791072959256,0.0,0.0,0.04659325037193741,-0.0,0.0,0.030712666921241777,0.0,0.24457491082391053,0.0,0.01824096663763969,0.0,0.0,0.0,-0.0,-0.0,0.0,0.10476760044078368,0.0,0.0,-0.0,0.0,-0.061284387978137206,-0.0,-0.0,-0.0,-0.1923818115866517,-0.09854606927473386,-1.1765133289565448,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.1219085968705856,0.0,-0.0,0.0,0.3204086471315862,0.0,0.0,0.0,0.16553318310247095,0.0,0.0,0.0,0.0
