2.245292182722100183e+00,-0.000000000000000000e+00,-3.412114525705284840e-01,-1.321608999896579095e-01,-4.858106297639348814e-02,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.4,0.000000000000000000e+00.2,-0.000000000000000000e+00.5,0.000000000000000000e+00.3,0.000000000000000000e+00.4,-2.924731393221692288e-01,0.000000000000000000e+00.5,-0.000000000000000000e+00.6,0.000000000000000000e+00.6,0.000000000000000000e+00.7,-0.000000000000000000e+00.7,0.000000000000000000e+00.8,-2.221454074936543566e-02,0.000000000000000000e+00.9,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,0.000000000000000000e+00.10,0.000000000000000000e+00.11,-0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,0.000000000000000000e+00.12,-0.000000000000000000e+00.15,3.111814003466528006e-02,0.000000000000000000e+00.13,0.000000000000000000e+00.14,8.687359619039136324e-03,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-8.456517215837022761e-02,-9.561065389203460274e-02,0.000000000000000000e+00.15,0.000000000000000000e+00.16,2.371427870401211432e-02,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-0.000000000000000000e+00.18,0.000000000000000000e+00.19,-3.641098299996599619e-01,-0.000000000000000000e+00.19,-0.000000000000000000e+00.20,-3.216616221963967265e-02,0.000000000000000000e+00.20,-0.000000000000000000e+00.21,-1.290097488889448141e-01,0.000000000000000000e+00.21,-0.000000000000000000e+00.22,-2.166666530607150483e-03,-0.000000000000000000e+00.23,-2.128096405053298001e-02,2.313674201607714420e-01,0.000000000000000000e+00.22,0.000000000000000000e+00.23,-0.000000000000000000e+00.24,-2.961964270443141062e-02,0.000000000000000000e+00.24,0.000000000000000000e+00.25,-0.000000000000000000e+00.25,-8.497808806672213500e-02,0.000000000000000000e+00.26,-0.000000000000000000e+00.26,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,-0.000000000000000000e+00.27,0.000000000000000000e+00.30,-0.000000000000000000e+00.28,-1.051204660721829359e-01,0.000000000000000000e+00.31,1.072934871904732690e-01,0.000000000000000000e+00.32,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,1.020170977150135216e-01,0.000000000000000000e+00.33,6.048877884444155140e-02,-0.000000000000000000e+00.31,0.000000000000000000e+00.34,-7.839784292776254271e-02,-3.853744219150480044e-01,0.000000000000000000e+00.35,-0.000000000000000000e+00.32,0.000000000000000000e+00.36,-0.000000000000000000e+00.33,0.000000000000000000e+00.37,0.000000000000000000e+00.38,-5.790997724525713819e-01,0.000000000000000000e+00.39
0.0,0.0,0.0,0.0,0.1096491834789472,-0.0,-0.0,-0.0,-0.0,-0.3860534177740788,-0.5527348592199538,3.0069494462353807,-0.011346921482492152,-0.0,-0.0,-0.0,-0.10151198202400397,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.4754379957440104,0.0,-0.0,-0.0,-0.14370079362462224,0.008966229860635206,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.023676985357811237,0.0,-0.0,-0.0,0.11400063898924861,0.0,0.11926703860277776,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.022925846222757288,0.0,-0.0,-0.0,0.0,-0.0,-0.9956584837501523,-0.0,-0.47749221486441346,-0.0,-0.0,-0.12414589410732393,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.30274812965168085,-0.10465164036466298,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.025197586714936767,0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.011346921482492152,3.424002997279149,-0.017797662855359806,-0.0,0.03168867010845109,-0.270467502942082,0.0,-0.0,0.21210720454431112,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.1172889624387338,-0.0,0.08122773527135121,0.0,0.0,0.026838852166290113,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.03127173634096541,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0267815623176152,-0.0,-0.0,-0.0,-2.3255314468621617,-0.3773117598202649,-0.18439812653307944,0.0,-0.0,0.0,-0.08677037088102955,-0.0,-0.0,0.0,-0.0,0.0,0.016454576009941674,-0.0,0.0,-0.0,-0.0,-0.15885046874372338,-0.0,0.0,-0.0,0.0,-0.0,0.12155339957459138,0.0,0.0,0.0,0.0,0.0,0.03203693481537147,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
0.0,0.0,0.0,0.0,0.10747252986547493,-0.0,-0.0,-0.0,-0.0,-0.05556980151603448,-0.08438764977533886,-0.0,-0.017797662855359806,3.90866137961866,-0.9336157212104088,0.0,0.0,0.0,-0.458899532527181,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.1301973562233454,0.0,0.0,0.0,-0.05203922697268264,-0.0,-0.03066462349114613,-0.0,0.0,0.12210262895833938,0.0,0.0,-0.048622709512803994,-0.0,0.0,0.0,0.0,0.14006212187062192,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.17145656480023552,-0.0,0.0,-0.0,0.0,0.0,-0.019509972593268348,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.6324581700482158,-1.661286410803572,-0.27347987859536727,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.06899894644796505,0.0,-0.0,-0.0,0.0,0.0,-0.06381004914087934,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.09394875614313856,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.04148665921682674
0.0,0.0,0.0,0.0,0.06216178694293758,-0.0,-0.09182921559375093,0.0,0.0,-0.039732977945274285,-0.008874301080424148,-0.0,-0.0,-0.9336157212104088,3.8052826473422177,-0.0,-0.0,0.0,-0.006409642747269352,-0.010864809061559932,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3342353561726104,0.0,0.0,-0.0,-0.0,0.0,0.0,0.005710584793240553,-0.0,-0.0,-0.031177164183434823,-0.0,0.1864326566151446,0.0,-0.0,0.0,-0.0,0.0,-0.03996215005506417,-0.10320514798434056,-0.0,-0.0,0.0,-0.0,0.21539200189378171,0.0,-0.0,0.0,0.0,-0.03870022410137828,0.0,-0.0,-0.0,-0.5000857384266045,-0.20766410909417143,-0.1639336146080448,-1.367976260389832,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.4080439935687497,0.0,-0.0,0.0,0.0,-0.0,0.0835660090189474,0.0,0.005479670511155486,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.06429934693659298,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04589386092474776
-0.2924731393221692,-0.42690195669974645,-0.0,-0.026653828442685244,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.03168867010845109,0.0,-0.0,3.9507410122985425,0.0,-0.4832786308080144,0.0,-0.0,-0.0,-0.3671263362840163,-0.30729002621617496,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.01632546839848923,0.0,0.0,-0.18536626407028284,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.14775746472135404,-0.5077290446339723,-0.03841962695860572,-1.1836743429710852,-0.0,-0.0,0.0,-0.043617018420677806,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.1203913765869204,0.0,-0.0,-0.07699781110002202,0.0,-0.043428812967196286,-0.0,-0.3585914072814777,-0.0,-0.017823622053063273,-0.0,0.0,-0.0,-0.0,-0.0,0.023018509375091537,-0.0,0.0,0.0,0.011907737091290189,-0.03212465502652544,-0.14028504208943976,0.0,0.0,0.0,-0.1524067540862419,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.3803496288340019
0.0,0.0,0.13110490445278303,0.0,0.0,-0.026587495525107637,0.0,0.0,0.0,0.002672112496527688,-0.0,-0.10151198202400397,-0.270467502942082,0.0,-0.0,0.0,2.2079328215308864,0.0,-0.41913703009824854,-0.0,0.0,-0.2809166731712488,0.03188412576214169,-0.17195044688715333,0.0,0.0,-0.0,0.0,-0.27837912778945534,0.0,-0.0,-0.0005351394460981113,0.0,-0.0,-0.08314077975772032,-0.0,-0.0,0.0,0.05307063301922903,0.0,-0.0,0.0,0.0,0.3143561320875681,0.0,0.16416761874199215,0.0,-0.20556433157349724,-0.04911424730449671,-0.0,0.0669391842217336,0.2194791598581305,0.07242740398065661,0.0,0.0,-0.0,0.2971683089279597,0.04519088766815189,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.3748048494314224,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.23585845580214904,-0.0,-0.0,0.0,-0.0,0.0,-0.026186174329074743,-0.0,-0.0794254739426298,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.13452420365222478,0.0,0.06053358252708532,-0.0,0.2866073784082897,0.0,0.00014909789002811425,-0.05238430079048182,-0.1000755489531122,0.0
-0.0,-0.02989110724854369,-0.0,-0.08835632478369018,-0.05613123374286789,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.4832786308080144,0.0,2.9826512054304364,-0.0,-0.6989719957818481,-0.0,-0.0,-0.06281603970317273,0.0,0.0,-0.0,0.0,0.0,0.04578005165013461,0.0,-0.0,0.0,-0.0,-0.42825494776350503,-0.0,-0.0,0.0,0.05399392875392566,0.0,0.0,0.0,-0.0,-0.02022802442768768,0.04261411216384384,-0.0,0.0,0.0,0.0,0.0,0.05302407121893581,-0.14807304125425746,-0.07529557477672649,-0.0,-0.26773377672940774,-0.0,0.0729500235158419,-0.0,-0.0,0.0,0.07530814359121657,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.812262238426714,-0.0,-0.0,-0.03095245058856948,-0.0,0.07078170938866189,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01397542967856967,-0.0,0.0,0.0,0.05527049069900364,0.01099257536928685,-0.31435884491492305,0.0,-0.0,0.0,0.0,-0.08224598504992998,-0.0,0.0,-0.0,-0.0,-0.0,0.0
0.0,0.0,0.0,0.014696649269727668,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.062199293913157774,-0.0,-0.0,-0.458899532527181,-0.006409642747269352,0.0,-0.41913703009824854,-0.0,2.215892198077505,-0.009940208009769832,-0.23279745166681448,-0.19464464717350757,-0.0,0.13994373191362489,0.0,0.0,0.0560452861427776,0.0,0.0,-0.04503859150138841,-0.0,-0.011221879183618787,0.0,-0.4950326599669596,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.11327809837196363,0.018343725088745457,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.011242788461311876,-0.1986590547196549,-0.40457660793637035,-0.0,-0.0,-0.0,-0.14757455422518637,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.043304422445362485,-0.007525972657691762,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.06086572649972154,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0014387308921123619,-0.0,0.0,0.0,0.21210720454431112,-0.0,-0.010864809061559932,-0.0,-0.0,-0.6989719957818481,-0.009940208009769832,2.0113253039073054,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.12088081587358326,0.0,0.0,0.0,-0.0,-0.1259939756511379,-0.0,-0.32552351069427327,0.0,-0.0,0.0,-0.02799900114745266,-0.2975157707856424,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.10700526503522588,-0.16358216239955303,-0.17408693116039445,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0863867394437056,0.11633864587461552,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.05263596364152792,-0.0,0.0,0.12276388571508565,-0.0,0.06758699189715409,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.36916500205479424,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,0.053171304820858335,-0.0,-0.0,0.150880993347656,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.23279745166681448,-0.0,2.679442144152652,-0.3304802033055986,-0.07782977933363806,0.0,-0.07791291727102338,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.10299076466325476,0.0,0.0,0.16308287540846675,0.04709423802630568,0.0,-0.0,0.01699959873681566,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.1944048111213313,0.20116252475576696,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.003945601066671017,-0.12206693823101128,-0.0,0.0,0.0,-0.0,0.0,0.16449494254415223,-0.0,-0.2069708259176672,-0.0,-0.0,-0.03674679534409496,-0.1047749065529034,-0.6005992923999195,-0.7271605677688339,-0.0,-0.20613405171091537,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.12503096720405235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
