1.921362115367708512e+00,-0.000000000000000000e+00,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,-0.000000000000000000e+00.3,-1.010310663689955174e-01,0.000000000000000000e+00,0.000000000000000000e+00.1,-0.000000000000000000e+00.4,-0.000000000000000000e+00.5,0.000000000000000000e+00.2,0.000000000000000000e+00.3,1.519236920642447197e-01,0.000000000000000000e+00.4,-0.000000000000000000e+00.6,-8.242478834977523885e-03,0.000000000000000000e+00.5,-0.000000000000000000e+00.7,0.000000000000000000e+00.6,-1.150564927006757915e-02,-0.000000000000000000e+00.8,-0.000000000000000000e+00.9,-0.000000000000000000e+00.10,0.000000000000000000e+00.7,-2.714829010993130218e-03,-0.000000000000000000e+00.11,0.000000000000000000e+00.8,-0.000000000000000000e+00.12,-0.000000000000000000e+00.13,-8.080156480783700843e-03,-1.399106617219607052e-01,-4.988638892103148398e-02,-3.828687367728711988e-01,-0.000000000000000000e+00.14,-0.000000000000000000e+00.15,-3.036944642735299113e-02,0.000000000000000000e+00.9,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-0.000000000000000000e+00.18,0.000000000000000000e+00.10,-1.192474401657198785e-01,-0.000000000000000000e+00.19,0.000000000000000000e+00.11,-0.000000000000000000e+00.20,0.000000000000000000e+00.12,-2.475596338191763876e-02,-0.000000000000000000e+00.21,-3.877177184223726814e-01,0.000000000000000000e+00.13,-6.214261817989867875e-01,-0.000000000000000000e+00.22,0.000000000000000000e+00.14,2.001327120866643050e-01,-0.000000000000000000e+00.23,-1.244660483088840669e-01,-0.000000000000000000e+00.24,-0.000000000000000000e+00.25,0.000000000000000000e+00.15,0.000000000000000000e+00.16,2.168831373797021345e-01,0.000000000000000000e+00.17,-0.000000000000000000e+00.26,0.000000000000000000e+00.18,-0.000000000000000000e+00.27,-0.000000000000000000e+00.28,0.000000000000000000e+00.19,0.000000000000000000e+00.20,0.000000000000000000e+00.21,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,0.000000000000000000e+00.22,-0.000000000000000000e+00.31,1.714587936822866976e-01,7.243118357691138987e-02,0.000000000000000000e+00.23,-0.000000000000000000e+00.32,-0.000000000000000000e+00.33,-0.000000000000000000e+00.34,0.000000000000000000e+00.24,0.000000000000000000e+00.25,-0.000000000000000000e+00.35,0.000000000000000000e+00.26,-2.624992326995139250e-02,1.192986828006459415e-01,0.000000000000000000e+00.27,0.000000000000000000e+00.28,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,5.118009413078043746e-02,-0.000000000000000000e+00.38,0.000000000000000000e+00.29,1.801599994996736648e-02,0.000000000000000000e+00.30,2.343498294512846858e-01,0.000000000000000000e+00.31,8.461014936510226347e-02,-0.000000000000000000e+00.39,-5.225766820779476768e-02,0.000000000000000000e+00.32
0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.06044208516624492,0.0,-0.0,-0.6620609016806315,-0.493339950720491,3.287004588612075,-0.7265868574079856,-0.2096545675376488,-0.10277862418836375,-0.0,-0.13982059862826385,0.0,-0.0,0.0,-0.02864789336720894,0.0,-0.0,-0.3631863612963952,-0.31041165878412663,-0.31706214407852473,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.457241219694124,-0.0,-0.0,-0.21168453796284784,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.24129598441315697,0.0,-0.0,0.0,0.0,-0.0,0.0,0.1262403000249905,0.0,0.0
0.15192369206424472,-0.02593604771603832,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.027287630668918855,-0.0,-0.7265868574079856,3.317559647143127,-0.0,-0.0,-0.0,-0.0,0.0,0.022405060694531256,0.0,0.0,0.03797917613074302,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.017163937473725112,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.10142808358113505,0.0,0.0,0.0,0.0,-0.06454844694762732,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.04245302860632662,-2.1488561003267304,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.07024820569874705,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.04044292103252582,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.21860160130021533,0.0,-0.0,0.19900574612033503,0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,-0.0,-0.0,-0.415150524236942,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2096545675376488,-0.0,2.0503192947553166,-0.019064863280196753,-0.0,-0.2356158485925157,0.01339821386947398,-0.6851479898916836,0.3386176664039615,-0.0,0.0,-0.08201954785326179,-0.0,-0.0,0.0005279844469123469,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.06513684781750527,0.005763686745920364,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.16070284888056907,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.012723113390685544,0.0,-0.0,0.0,-0.0,0.0,-0.3734652382341667,-0.0,-0.21116195687055128,-0.0,-0.0,-0.0,0.0,-0.0,0.10407949390446808,-0.0,-0.0,0.0,0.09558307111333475,0.0,0.0,0.003462195061604431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.07186085780098746,0.0,0.0,-0.0,0.0,0.0,0.0,0.040616071170460406,0.0,0.0,0.0,0.0,-0.0
-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.3205458748224373,-0.10277862418836375,-0.0,-0.019064863280196753,3.427003471340784,-0.0,-0.0,0.08341925100758397,-0.0,0.0,-0.3063819352099398,0.0,-0.0,-0.0,-0.0,-0.0,-0.014758019458996246,-0.25293291520734323,-0.05404505399975229,-0.12318372521264492,0.0,0.0,-0.06954313774892673,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.08661058082342327,-0.0,-0.00703523795101893,-0.005740968194934021,-0.021009205291915262,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.02601450495420353,0.05158661469671126,-0.1559225049109551,-0.0,0.0,0.0,0.0,-0.007984029333230204,-1.5741734076094183,-0.0,-0.0,-0.0,-0.0,-0.659752888573664,0.0,-0.0,0.004317445991831131,-0.0,-0.0,-0.0,-0.0,0.3275448633224734,0.1420446488018993,0.17638475788617833,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.251537288781619,-0.0
-0.008242478834977524,-0.5977505824397241,-0.17221987892249432,-0.08943832159335717,0.0,-0.0,-0.4670087879657324,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,3.1293653595979665,-0.2477679417410368,-0.0,-0.0,-0.0,-0.0,0.0,-0.1255370352835792,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.7136720164011382,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.6464704513610737,0.13531338662559048,-0.0,0.16595800866283456,0.055588878476386126,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.15429422835233259,-0.1616574734612382,0.0,0.0,0.0,-0.0,0.0,0.21307259406597487,0.0,0.1285791927223146,0.03677135606373112,0.1000509101917248,0.0,-0.0,0.0,-0.0047186518223146234,0.0,-0.0,-0.44475356743438166,-0.029440201691642204,-0.014739107218644383,-0.1624830250318153,-0.0,-0.0,0.0,-0.09030654148002534,-0.0,0.0,-0.0,-0.0,0.16972980361481724,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,-0.0,0.0,0.0833712239833584,-0.0,-0.09140574305758328,0.0,0.0,-0.0,-0.0,-0.13982059862826385,-0.0,-0.2356158485925157,-0.0,-0.2477679417410368,2.314632817219876,0.0,-0.6495034959430305,0.1829720880109005,0.0,-0.0,-0.18926276395633967,-0.2680746136082174,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.13586123742730846,-0.0606429407653951,0.035846873810683993,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.13498585598116972,0.0,0.0,0.04232809380252484,0.0,0.0,0.13148883581284768,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.23625961963689593,-0.19711245998804564,-0.0,-0.0,-0.06727069713565251,-0.0,0.0,-0.33944397803138426,0.0,-0.0,-0.0,0.018235807633506487,0.0,0.0,0.04246232938067552,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.07458803304239787,0.11700729984873878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4493152088656384,-0.19377157111123897,0.0,0.0,0.0,0.0,0.01339821386947398,0.08341925100758397,-0.0,0.0,3.5217645509139643,-0.0,-0.27819733129496393,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.6685536126778149,-0.0,-0.2640859197340792,0.13581937298051855,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.018124981532973795,0.0,-0.0,-0.0,-0.0,-0.0,-0.07204643989831558,-0.0,0.0,0.0,-0.0,-0.10880435455380871,-0.0,-0.4092973722171651,0.0,0.0,-0.0,0.0,0.0,-0.0,0.004226830079334487,0.38829550157682297,-0.1570460605740162,0.0,-0.0,-1.2475294248782915,0.0,-0.0,-0.15196444455343772,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.10008599343271064,0.0,-0.18701810968409513,-0.0,0.0814836305399836,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,0.0,-0.009252111871186143,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.022405060694531256,-0.6851479898916836,-0.0,-0.0,-0.6495034959430305,-0.0,2.3728961955781687,-0.0,-0.4658059016849736,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.08395283657623492,-0.23859294302219555,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.003825249799483013,-0.0,-0.004375944010856159,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0006803795102155017,-0.0,-0.03615138423240885,0.05733220462914376,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.33714549940844835,-0.20722608227734943,-0.0,-0.11580059952967836,0.003120611814563005,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.13294653550378108,0.0,0.0,-0.0,0.04812453248462364,-0.0,0.039408508124458654,-0.0,0.0,0.0,-0.0,0.0,-0.05646583316926774,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.03963140337788381,-0.11774434264099203
-0.01150564927006758,-0.0,-0.0,0.0,-0.24413241500466057,-0.0,-0.0,-0.0,-0.22994415463076895,-0.0,0.0,0.0,0.0,0.3386176664039615,0.0,-0.0,0.1829720880109005,-0.27819733129496393,-0.0,2.8154750481722,-0.8186240390808773,-0.0,-0.0,-0.0,-0.0,-0.0013454599262201772,-0.0593356747672443,0.0,-0.6389460183131417,-0.0,0.0,0.06265310099926151,-0.0,-0.0,0.0,-0.0,0.01823040724082152,0.0,-0.2075978910589568,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.2681964192437422,-0.0,-0.0,-0.0,-0.025884881907268308,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.07953245789007969,0.03525255199902064,0.0,0.16457396899003532,0.0,0.07479779853619543,-0.0,0.020065564396891812,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.26614064105447854,-0.0017212716564739066,0.0,-0.0,0.0,-0.66583433986829,-0.22597460674029385,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.06955606698850332,-0.02864789336720894,0.0,-0.0,-0.3063819352099398,-0.0,0.0,-0.0,-0.4658059016849736,-0.8186240390808773,3.11695263300532,0.0,-0.550630629332402,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.18344345925215577,0.0,0.0536168883011769,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.04624421982250816,0.0,0.0,0.07042040330071168,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.1676039354042744,0.3843375596573992,-0.0,0.0,-0.0,-0.0,-0.026155460078180672,-0.0,0.0,-0.0,-0.0,-0.09720755958159216,-0.0,0.0,-0.1828073979320917,0.15961778893585812,-0.0,0.0,-0.0,-0.03683603003695178,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
