1.799451245157264623e+00,0.000000000000000000e+00,0.000000000000000000e+00.1,0.000000000000000000e+00.2,9.455764963198441328e-03,0.000000000000000000e+00.3,-0.000000000000000000e+00,0.000000000000000000e+00.4,0.000000000000000000e+00.5,-0.000000000000000000e+00.1,-0.000000000000000000e+00.2,2.502862340712326827e-01,0.000000000000000000e+00.6,-0.000000000000000000e+00.3,-0.000000000000000000e+00.4,-2.172768252824969770e-01,-0.000000000000000000e+00.5,-0.000000000000000000e+00.6,-0.000000000000000000e+00.7,-0.000000000000000000e+00.8,-7.091580431444829968e-02,0.000000000000000000e+00.7,-0.000000000000000000e+00.9,0.000000000000000000e+00.8,-0.000000000000000000e+00.10,6.246631507150882112e-02,0.000000000000000000e+00.9,0.000000000000000000e+00.10,-0.000000000000000000e+00.11,-0.000000000000000000e+00.12,-2.212701802143065555e-01,-2.880137889578089361e-01,-0.000000000000000000e+00.13,-0.000000000000000000e+00.14,2.433012357124285374e-01,0.000000000000000000e+00.11,0.000000000000000000e+00.12,-0.000000000000000000e+00.15,-0.000000000000000000e+00.16,-0.000000000000000000e+00.17,-0.000000000000000000e+00.18,-4.220272321836661400e-02,-0.000000000000000000e+00.19,0.000000000000000000e+00.13,-0.000000000000000000e+00.20,-0.000000000000000000e+00.21,0.000000000000000000e+00.14,-1.527244717587477041e-01,-1.857305074875752471e-01,-0.000000000000000000e+00.22,-7.913385398864600240e-02,1.624351705707561839e-03,-0.000000000000000000e+00.23,0.000000000000000000e+00.15,0.000000000000000000e+00.16,-2.758139428862467768e-01,1.625398087667280500e-01,0.000000000000000000e+00.17,0.000000000000000000e+00.18,-0.000000000000000000e+00.24,0.000000000000000000e+00.19,1.206007709368557834e-01,0.000000000000000000e+00.20,-0.000000000000000000e+00.25,-0.000000000000000000e+00.26,-0.000000000000000000e+00.27,0.000000000000000000e+00.21,0.000000000000000000e+00.22,0.000000000000000000e+00.23,0.000000000000000000e+00.24,-0.000000000000000000e+00.28,1.044744162858773917e-01,-0.000000000000000000e+00.29,-0.000000000000000000e+00.30,0.000000000000000000e+00.25,-0.000000000000000000e+00.31,0.000000000000000000e+00.26,-0.000000000000000000e+00.32,0.000000000000000000e+00.27,0.000000000000000000e+00.28,0.000000000000000000e+00.29,0.000000000000000000e+00.30,-0.000000000000000000e+00.33,1.110214938665831791e-01,0.000000000000000000e+00.31,-0.000000000000000000e+00.34,0.000000000000000000e+00.32,-0.000000000000000000e+00.35,0.000000000000000000e+00.33,1.175420189376043673e-01,-1.176205639592751012e-01,-3.784338016152635209e-01,-0.000000000000000000e+00.36,-0.000000000000000000e+00.37,0.000000000000000000e+00.34,0.000000000000000000e+00.35,-0.000000000000000000e+00.38,-1.980727438381636729e-02,-0.000000000000000000e+00.39,-0.000000000000000000e+00.40
0.2502862340712327,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.021690297284666104,0.0,-1.070708748490688,3.327719685821698,-0.207381723578004,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7863274869129073,-0.0,-0.831780987340097,-0.0,-0.0,-0.0,0.0,0.011913700495713544,0.0,0.05696600774866745,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.13940123431762147,0.0,0.0,0.0230827028967648,0.0,0.0,0.0,0.08286542034955287,0.12726563970693855,-0.0,-0.0,0.013392339029054996,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.04313297097422816,-0.0,-0.0,-0.4354184825704734,-0.010278457630363124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.14499142108045712,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.01273165610461584,0.0,0.0,0.0,0.0,-0.0
0.0,0.10983932547595553,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.207381723578004,4.757815826623146,-0.21314305528889865,-0.016139687047682556,-0.0,-0.5740555798322575,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.4125176135925475,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1965098810709628,-0.0,-2.6106021509599926,-0.8138249617818445,-0.0,-0.0,-0.0,0.0,-0.010554656468126271,0.0,0.1414425602097326,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.007067659844511396,0.16591840897865204,0.0,0.1361108497153093,0.0,-0.0,0.20196866607610367,0.0,0.0,0.010212905534761455,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.006916508945746225,-0.0,0.0,0.0,0.0
-0.0,0.5376562650437621,0.0,0.0,0.2296636371784785,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.21314305528889865,5.819712028600738,-1.1102102862410483,-0.0,-0.1303964461478719,-0.0,-0.4639549500088011,-0.0,-0.0,0.0,-0.850764713292565,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.05153077819928172,0.15538009896460747,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.2261072873403819,-0.0,-0.0,-0.8805688981399639,-1.1074294740059518,-0.9889417910595448,-0.34666082467294423,0.14626513062280075,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.06688427695524095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.016139687047682556,-1.1102102862410483,5.987615837884436,-0.0,-0.0,-0.0,-0.0,-0.0,-1.5833671334851345,0.0,-0.0912787469413272,-0.0,-0.0,0.0,-0.0,-0.0,-0.15866649277793307,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.20154473823190897,-0.33498675074253215,-0.2645380651470772,-2.0783505491492744,0.0,-0.0,-0.0,-0.0,-0.2498327832320732,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.19957353992991045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171066381605019,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0
-0.21727682528249695,-0.4204399810281765,-0.0,-0.0,0.0,-0.0,-0.7955263542992173,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,3.3409138649756,-0.0,-0.2333256338221152,-0.0,-0.12446103129180552,-0.09186889656289832,-0.0,-0.0,-0.0,-0.0,0.040545000059202446,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.7742781966648243,-0.004978083483850762,-0.0,-0.30085954827875366,-0.0,-0.41071751538953216,-0.0,-0.0,-0.0,-0.0,-0.06935822907186363,0.0,-0.0,0.0,-0.0,0.06623248686453602,-0.0,-0.0,-0.11406649107712145,-0.0,-0.32076327126695914,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.044239232653708514,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06917205322571755,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.10267788749417288,0.0,0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.5740555798322575,-0.1303964461478719,-0.0,-0.0,3.5156054674756305,0.0,-1.185585780987076,-0.0,-0.18738972604914808,-0.49620781931097874,-0.0,-0.4319267073575805,-0.0,-0.0,-0.028751960438081463,-0.0,-0.18768412679991112,-0.0,0.0,-0.0,-0.0,-0.041575223209403434,-0.0,0.0,-0.0,0.0,-0.0,-0.2085611616703643,-0.0,-0.0,-0.09672975728728435,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.1987449766997852,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.01316083781737329,-0.0,-0.0,-0.0,-0.0,0.0,-0.18958172636448464,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.002796561165510282,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.04328456951113494,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.11255246381726004,-0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.14734652796126246,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.2333256338221152,0.0,4.5685153022214635,-0.0,-1.1237473886594216,-0.0,-0.2674412615611724,-0.054861971764662176,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-1.0664058653341195,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.01821013589308683,-0.0,0.0,-0.0,-0.0,-0.0,-0.07845168122021252,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.010929523102119988,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.130802081012076,-0.0,-0.0,-0.0,0.0,-0.0,0.13419638986838284,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.05887386841746597,-0.0,-0.0,-0.0,-0.0,0.2430388000290984,0.0,0.04545361888346194,0.0,0.0,0.31028923153241145,0.0,0.0,-0.0,-0.015170568890056977,0.0
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.4639549500088011,-0.0,-0.0,-1.185585780987076,-0.0,4.085902424443735,-0.0,-0.0,-0.009663947175154623,-1.0412739576779964,-0.0,0.0,-0.0,-0.0,-0.0,-0.6294721157997142,-0.0,0.0,0.0,0.0,-0.7960308549895921,-0.0,-0.0,-0.0,0.018770197399728208,0.0,-0.0,-0.0,0.0,0.0,0.11199718849442022,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.05218520845842748,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.005138651900080791,-0.0,0.0,-0.0,-0.13157446444250384,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.03922976479078525,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.4324471858624632,0.0,0.0,-0.0,-0.0,0.0,-0.0
-0.0,-0.0,-0.0,0.0,0.0,-0.4246198027072632,-0.0,-0.0,-0.26396427425173113,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12446103129180552,-0.0,-1.1237473886594216,-0.0,5.472749660136803,-0.45837030825993846,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.4493684350331888,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7267261925607498,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.46197632277812334,-0.05168339973062957,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-1.8988526840756643,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06740474984873111,-0.0
-0.0709158043144483,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.45185914471068567,-0.03133700107090459,-0.0,-0.0,-0.0,-1.5833671334851345,-0.09186889656289832,-0.18738972604914808,-0.0,-0.0,-0.45837030825993846,5.376370801835585,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.38627514042462513,0.0,-0.044368564954994014,-0.2591407311862369,-0.0,-0.0,-0.0,-0.0,0.0,-0.1629290223957809,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1543583457205686,-0.0,-0.7248623559572213,0.0,-0.0,-0.0,-0.0,-1.2652923269734022,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.031484062431446885,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
